,Palabra clave,Texto editado,Es Eufemistico,Categoria,Fuente,Fuente de Origen (Bibliografia),Pais,Observations
702,Pocos recursos,"Como señalamos en el capítulo 8 sobre la conservación del patrimonio artístico, desde su fundación el Instituto de Cultura Puertorriqueña se dio a la tarea de adquirir, custodiar y preservar muestras del arte gráfico y plástico producido por nuestros artistas. Pero también emprendió una gran labor de difusión que ha tenido varios canales, si bien el programa ha tenido mucha discontinuidad y “pocos recursos”. Entre otros, las siguientes iniciativas establecidas por el ICP han dejado una huella muy fuerte en nuestro movimiento de creación artística.",1,"Actualidad, ocio y vida cotidiana",REA (Corpes Siglo XXI),"Instituto de Cultura Puertorriqueña: Informe sobre las instituciones culturales en Puerto Rico. Organización y funcionamiento de las instituciones públicas de la cultura en Puerto Rico. Puerto Rico: Editorial del Instituto de Cultura Puertorriqueña, 2005",Puerto Rico,
703,Pocos recursos,"Tenemos previsto que estos recursos se destinen básicamente a programas que beneficien a la comunidad Internet y al sistema educativo del país. Pensamos que la mejor opción es apoyar la Agenda de Conectividad del Gobierno y aportar capital destinado a préstamos de bajo costo para estudiantes de “pocos recursos”, sin importar el nivel educativo al que busquen acceder.",1,Ciencia y Tecnologia,REA (Corpes Siglo XXI),"Bejarano González, Bernardo: «La importancia de llamarse '.co'». El Tiempo. Bogotá: eltiempo.com, 2001-06-19",Colombia,
704,Pocos recursos,"El Estado deberá garantizarle el acceso universal y equitativo a los servicios y programas de salud y debe proteger especialmente a los grupos de población que se encuentren en situación de vulnerabilidad, es decir, los que están en riesgo biológico, económico y social (niños, ancianos, mujeres embarazadas, discapacitados y sectores de “pocos recursos” económicos).",1,Salud,REA (Corpes Siglo XXI),"Jaén, María Helena: El sistema de salud venezolano: desafíos. Caracas: Ediciones IESA, 2001",Venezuela,
705,Pocos recursos,"Ocurría también que a veces alguna Secretaría de Estado, como la de Educación, comprara boletos para los estudiantes de “pocos recursos”, pero en realidad, nunca se dieron en el País las condiciones que le permitieran al artista ganarse la vida con su oficio, ni hubo ninguna institución que se encargara de favorecer el desarrollo teatral.",1,Arte y Cultura,REA (Corpes Siglo XXI),"Caballero, Alma: Honduras hasta el 2000: escritos sobre el teatro centroamericano. Honduras: DICU-Teatro Zambra, 2002",Honduras,
706,Pocos recursos,"Con excepción de la UMG que, no cuenta con un programa de becas o asistencia financiera a estudiantes, todas ofrecen becas, préstamos y/o subsidios a estudiantes de “pocos recursos” que ofrezcan un buen potencial de aprovechamiento académico. En su mayoría la asistencia consiste en exoneraciones al pago de matrícula y cuotas. Regularmente, las universidades solicitan la colaboración de entidades y personas particulares para que faciliten los recursos que son utilizados para otorgar éstas ayudas financieras.",1,Ciencias Sociales,REA (Corpes Siglo XXI),"«UNIVERSIDADES PRIVADAS». Theorethikos. San Salvador: UFG Editores, 2001-12-03",El Salvador,
707,Pocos recursos,"La empresa Minera El Roble S.A., cuya principal actividad es la obtención de concentrados de cobre, aporta el 45,9% del oro y el 83,9% del platino producidos en el distrito. El volumen restante lo aportan mineros que laboran con muy “pocos recursos”.",1,Ciencia y Tecnologia,REA (Corpes Siglo XXI),"Unidad de Planeación Minero Energética: Distritos mineros: exportaciones e infraestructuras de transporte. Bogotá: Unidad de Planeación Minero Energética, 2005",Colombia,
708,Pocos recursos,"En Reino Unido y en los estados nórdicos, se reconoce como un derecho de todos sus nacionales y su gestión corresponde a las autoridades regionales y municipales. El modelo de los países mediterráneos (Portugal, Francia e Italia) es financiar la dependencia con cargo a los impuestos, pero las prestaciones sólo benefician a aquéllos con “pocos recursos”. No es un derecho universal.",1,Salud,REA (Corpes Siglo XXI),"Perancho, Isabel: «Cuidar enferma, y mucho». El Mundo. Salud. Madrid: elmundo.es/salud, 2003-07-19",España,
709,Pocos recursos,"Al momento del diagnóstico existe un deterioro nutricional extenso, tanto en la reserva grasa como músculo esquelética 7,8, lo cual, sin duda, contribuye a la morbilidad de la enfermedad 9, particularmente en países con “pocos recursos”, donde el estado nutricional, aún en personas sanas, no es adecuado. Queda claro que además de una buena terapia antituberculosa, los pacientes necesitan un buen suplemento nutritivo durante su tratamiento y recuperación 7.",1,Salud,REA (Corpes Siglo XXI),"Salazar E., Valentín; Figueroa C., Roxana; Machaca T., Rosmary: «Variación del estado nutricional de los beneficiarios del programa PANTBC en Arequipa Metropolitana, 1996-2002». Revista Peruana de Medicina Experimental y Salud Pública. Lima: scielo.org.pe, 2005-04",Peru,
710,Pocos recursos,"Mientras la sensación térmica se empecina en romper récords, Noelia Poggi estudia. Mientras la temperatura derrite el asfalto y fastidia a todos, ella luce acostumbrada. Se la oye calma. Es que pasó sus últimos seis años en La Habana, allí donde el calor pega tan duro como Félix Savón, el cubano ex campeón mundial y olímpico de boxeo. Noelia es parte de los 94 médicos -42 en 2005 y 52 en 2006- que se recibieron en la Escuela Latinoamericana de Ciencias Médicas (ELAM) y todavía no pueden ejercer la profesión porque no les convalidaron los títulos. Todos ellos, en su mayoría del interior y de “pocos recursos”, estudiaron como becarios, de manera gratuita, luego de participar de una selección que tenía en cuenta la vocación social, el lugar de origen y la condición social.",1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"Bachanian, Leonardo: «La historia de los médicos argentinos que se recibieron en Cuba y todavía no pueden trabajar». clarín.com. Buenos Aires: clarin.com, 2007-01-05",Argentina,
711,Pocos recursos,"Por otro lado, el 22.8% de las personas indigentes de 60-65 años se encuentra cubierta por jubilaciones o pensiones ordinarias, pero sólo el 4% de este grupo percibe PNC. Dentro del grupo de pobres no indigentes, el 44.5% se encuentra cubierto por beneficios ordinarios y sólo el 8% percibe PNC. Asimismo, no todas las PNC están dirigidas a personas de “pocos recursos”; de hecho, la estructura porcentual horizontal indica que el 49.9% del total de PNC otorgadas benefician a personas no pobres (ver cuadro 6.14)",1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"Bertranou, Fabio M.; Bonari, Damián: Protección social en Argentina. Financiamiento, cobertura y desempeño 1990-2003. Santiago: Oficina Internacional del Trabajo, 2005",Argentina,
712,Pocos recursos,La fianza impuesta a los cuatro imputados por el caso CPV no fue la única novedad con la que se encontraron ayer los afectados por la promotora. La noticia de que el Ayuntamiento de Madrid ofrecerá una parcela de suelo público a los compradores con “pocos recursos” (véase EL PAÍS de ayer) cayó ayer como un jarro de agua fría en parte de las 1.200 familias que han perdido su dinero en el intento de compra de una vivienda.,1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"Hidalgo, Susana: «La juez fija en 15 millones de euros la ""responsabilidad civil"" de la CPV». El País. Madrid: elpais.com, 2002-11-28",España,
713,Pocos recursos,"En quinto lugar, basado en los planteamientos contemplados en la Constitución, se plantea el escenario a través del cual el estado y sus instituciones universitarias pueden acometer un proceso de capacitación de la población de “pocos recursos”, a la cual no le ha sido posible acceder a procesos de educación sistematizados que lo capaciten para el trabajo y su respectiva búsqueda de bienestar y calidad de vida a través del esfuerzo mancomunado del estado y sus instituciones.",1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"Mujica, Miguel; Jiménez, Belkys: «CAPÍTULO IV. La Responsabilidad Social, Las Universidades y las Micro Empresas del Sector Turismo en Venezuela». Mujica, Miguel [coomp.]: Responsabilidad social. Su inherencia con las MicroPyMEs, el Turismo y las Escuelas Universitarias de Gerencia. Valencia: Universidad de Carabobo, 2006",Venezuela,
714,Pocos recursos,"El símbolo de Ayacucho, ciudad pacificada. El récord turístico de Semana Santa. Están tratando de mostrar que han regresado por todo lo alto. Y en pleno milenio, para concha. Un golpe de efecto. Por suerte hemos logrado ocultárselo a la prensa. Salir en las noticias los excitaría. Aún tienen “pocos recursos”, pero los han sofisticado. Antes no se les ocurrían estas cosas.",1,Novela,REA (Corpes Siglo XXI),"Roncagliolo, Santiago: Abril rojo. Ciudad de México: Editorial Planeta Mexicana, 2021",Peru,
715,Pocos recursos,"""Nací en una parte de Polonia que ahora forma parte de Bielorrusia. Era la parte más pobre de Polonia y posiblemente de Europa. De hecho, sigue siendo muy pobre. Una tierra desgraciada, de “pocos recursos” y de una gran escasez. Cuando empecé a viajar por nuestro planeta como corresponsal extranjero encontré un lazo emocional con las situaciones de pobreza en los llamados países del Tercer Mundo. Era como regresar a los escenarios de mi niñez. De ahí nace mi interés por estos países.",1,Ciencias Sociales,REA (Corpes Siglo XXI),"Méndez, María Gabriela: «Refugiado del periodismo». El universal.com. Caracas: eluniversal.com, 2007-01-28",Venezuela,
716,Pocos recursos,"Según él, este caso demuestra que la aplicación de la pena capital es ""arbitraria"" y depende de la posibilidad de contratar a un buen abogado, a sabiendas que la mayoría de las víctimas ""son personas de “pocos recursos”, casi la mitad de ellas personas de color o de las minorías hispanas"".",1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"Jaramillo, Ana María: «PENA DE MUERTE, DE NUEVO AL BANQUILLO». El Tiempo. Bogotá: eltiempo.com, 2001-06-11",Colombia,
717,Pocos recursos,"A pesar de los ingentes esfuerzos desplegados por el sindico de Azua, ingeniero Milcíades Soto, que ha mantenido una constante labor de limpieza, la suerte de esta playa, se ve amenazada, debido a que el cabildo azuano ha agotado los “pocos recursos” del subsidio que recibe del gobierno central y se vio en la obligación de dictar una resolución, solicitando del gobierno un subsidio extraordinario de 10 Millones de pesos para continuar los trabajos de dicha playa, el encache de la cañada el Prado y el Dragueo del Río Vía",1,Ciencia y Tecnologia,REA (Corpes Siglo XXI),"«Playa Monte Río despues de Noel parece un basurero». El Nuevo Diario. Santo Domingo: elnuevodiario.com.do, 2007-11-28",Republica Dominicana,
718,Pocos recursos,"Era fundamental que esto pueda funcionar para poder encarar toda la temporada rugbística que tiene por delante el seleccionado argentino y los juveniles. Y todo lo que tiene que ver con la estructura de coaching que de alguna manera se ha dejado de lado. La importancia que hay, con los “pocos recursos” económicos, es tratar de destinar todo al seleccionado y poder hacer dos o tres buenos partidos aquí en la Argentina. Y de esta manera poder optimizar los ingresos y la convocatoria del público.",1,"Actualidad, ocio y vida cotidiana",REA (Corpes Siglo XXI),"«Loffreda: ""La adversidad nos tiene que hacer fuertes""». clarín.com. Buenos Aires: clarin.com, 2006-05-03",Argentina,
719,Pocos recursos,"Le había desvelado el lugar en que su madre, beata de pro, escondía un pliego de cartas de un ardoroso estudiante de medicina de “pocos recursos” económicos pero sólidos conocimientos de anatomía en cuya alcoba en el callejón de Santa María había descubierto las puertas del paraíso por adelantado. Le había anunciado que había algo malo clavado en su vientre, un espíritu muerto que la quería mal, y que sólo conocería el amor de un hombre, un amor vacío y egoísta",1,Novela,REA (Corpes Siglo XXI),"Ruiz Zafón, Carlos: La sombra del viento. Barcelona: Planeta, 2003",España,
720,Pocos recursos,"""Aunque me deprime ver pobreza, o sea, yo sufrí harto cuando estudié. La verdad es que tuve bien “pocos recursos” como para seguir bien mi carrera; me deprime y me da rabia ver gente pobre que sufre…"". Dice que su papá con esfuerzo logró que su mamá llegara a un centro médico público para tenerlo a él y a su hermana.",0,Ciencias Sociales,REA (Corpes Siglo XXI),"Marras, Sergio: Chile, ese inasible malestar. Santiago de Chile: Editorial Universitaria, 2001",Chile,
721,Pocos recursos,"Las autoridades de EUA dicen que los países de Centroamérica, con notable excepción de Costa Rica y Panamá son débiles en el combate del narcotráfico. El resto de países, señala, está mal equipado y con “pocos recursos” para controlar el tráfico.",0,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"Zometa, José; Morán, Gregorio; Labrador, Gabriel: «SSF detecta 40 casos de posible lavado de dinero». laprensagráfica.com. San Salvador: laprensagrafica.com, 2005-11-15",El Salvador,
722,Pocos recursos,"El FISE utiliza como mecanismo de distribución sectorial un menú de proyectos dirigido a maximizar la capacidad del programa de inversiones sociales mediante la escogencia de los proyectos de mayor impacto social y de mayor beneficio para la población, permitiendo de esa forma que los “pocos recursos” disponibles sean utilizados de forma correcta y equitativa.",0,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"Gómez Sabaini, Juan C.; Geffner, Maximiliano: Nicaragua: el papel de los municipios como instrumento para el combate de la pobreza. Santiago de Chile: Naciones Unidas, 2006",Argentina,
723,Pocos recursos,"Provenientes del ICAIC u otros medios de comunicación, de la Facultad de Medios Audiovisuales del Instituto Superior de Arte, de la Escuela Internacional de Cine y Televisión de San Antonio de los Baños, o simplemente ejecutando creaciones independientes, los jóvenes cubanos siguen haciendo su obra casi siempre al margen de la industria estatal: renunciaron ya hace tiempo a que sus guiones e ideas languidezcan en las gavetas y con “pocos recursos” pero con mucha voluntad (y como vemos, no poco talento) hacen cine.",0,"Actualidad, ocio y vida cotidiana",REA (Corpes Siglo XXI),"Padrón, Frank: «Finalizó Muestra de Nuevos cineastas cubanos». Trabajadores.cu. La Habana: trabajadores.cu, 2007-03-03",Cuba,
724,Pocos recursos,"Una mercancía pagaba impuestos más bajos si se vendía en Londres que en las ciudades de Norteamérica. En protesta, los súbditos de las colonias decidieron no pagar estos impuestos y adquirir productos de contrabando. El parlamento decidió cancelar estos tributos, ya que sólo generaron indignación entre los colonos de ultramar y muy “pocos recursos” para la corona. El único impuesto que permaneció vigente fue el que afectaba a las hojas de té. Con esta decisión el gobierno británico reafirmó su facultad de imponer tributos sobre las colonias, aun sin la aprobación de los afectados.",0,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"Pardinas, Juan E.: Impuestos ¿Un mal necesario?. México D. F.: Plaza y Janés, 2005",Mexico,
725,Pocos recursos,"A pesar de su tamaño, solo 500 KB (el peso promedio de estas herramientas es de 12 MB), se trata de una código elaborado para agilizar el funcionamiento de diferentes programas mientras busca evitar la desaparición de archivos ejecutados. Es una de los instrumentos más recomendados para computadores con “pocos recursos” de sistema.",0,Ciencia y Tecnologia,REA (Corpes Siglo XXI),"A pesar de su tamaño, solo 500 KB (el peso promedio de estas herramientas es de 12 MB), se trata de una código elaborado para agilizar el funcionamiento de diferentes programas mientras busca evitar la desaparición de archivos ejecutados. Es una de los instrumentos más recomendados para computadores con “pocos recursos"" de sistema.",Colombia,
726,Pocos recursos,"Olimpia. Este lugar es horripilante. ¡Mira qué hora es! Esto parece una película de horror hecha con “pocos recursos”. Y además, estoy segura de que nos están espiando. Olimpo. Estamos solos. No seas paranoica.",0,Teatro,REA (Corpes Siglo XXI),"Milián, José: «Lo que le pasó a la cantante de baladas». Revista Tablas. La Habana: Casa Editorial Tablas-Alarcos, 2008",Cuba,
727,Pocos recursos,"""Esta idea como motor fundamental de la economía y como factor de que algunos países tuvieran muy “pocos recursos” pero una enorme potencialidad de crecimiento y una historia y un desarrollo importantísimo tuvo que ver con la calidad de la población. Y si uno observa a través de la historia las razones por las cuales crecieron algunas civilizaciones muy antiguas, esto tuvo que ver centralmente con que las mismas tuvieron mucha salud"", aseguró el Dr. Roth",0,Salud,REA (Corpes Siglo XXI),"«La salud hace al desarrollo de un país». Médicos. Buenos Aires: revistamedicos.com.ar, 2001-07",Argentina,
728,Pocos recursos,"A pesar de contar con muy “pocos recursos” económicos, materiales y humanos, se lograron algunas transformaciones profundas en el área financiera contable, en la red de cobros y pagos, y en el área comercial. Pero influyeron las resistencias naturales de toda organización, y del sindicato en especial, más lo lento que son las transformaciones en una empresa pública.",0,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"«""El paro provoca pérdida de clientes y abate ingresos""». El Pais. Montevideo: elpais.com.uy, 2004-09-20",Uruguay,
729,Pocos recursos,"Los medios que actualmente promueven la idea de un boom del cine en español mencionan que, cuando hay un exceso de producción —como es el caso de Argentina o de España—, suele haber un descenso en la calidad de las películas. Al contrario, se dice que cuando hay “pocos recursos”, el talento y la creatividad se potencian. ¿Le parece cierta esta ecuación?",0,Arte y Cultura,REA (Corpes Siglo XXI),"Solórzano, Fernanda: «Fuera de competencia: Entrevista con Arturo Ripstein». Letras Libres. Coyoacán: letraslibres.com, 2004-01-31",Mexico,
730,Pocos recursos,"Dean no ha exhibido ningún aviso por televisión desde New Hampshire y está planeando destinar “pocos recursos” para intentar ganar las otras contiendas. En el equipo de Dean las conversaciones son sobre lo que cada uno hará después de la campaña; y las opciones no involucran trabajar en la Casa Blanca. En otro símbolo de la caída de las esperanzas puestas en él, Dean está perdiendo gran parte de su séquito mediático: Associated Press, Bloomberg, Fox News, CNN y otros han reasignado a sus principales reporteros con Dean para que cubran a Kerry, Clark o al senador John Edwards.",0,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"«Estados Unidos: Dean dejaría carrera por candidatura El precandidato demócrata anunció que si no gana en Wisconsin, abandonará la campaña por la nominación de su partido.». El Mercurio. Santiago de Chile: El Mercurio, S.A.P., 2004-02-06",Chile,
731,Pocos recursos,"Un maestro en la cotidianidad está sometido a muchos retos y presiones para las cuales requiere una gran inversión de energía: La sobrecarga de trabajo, la poca facilidad para sacar tiempo, la situación económica, los “pocos recursos” al momento de tratar con estudiantes que tienen algún tipo de dificultad, entre otras cosas.",0,Ciencias Sociales,REA (Corpes Siglo XXI),"Navarrete, Mará Fernanda: «Aléjese del estrés en vacaciones». elcomercio.com. Quito: elcomercio.com, 2007-07-13",Ecuador,
732,Pocos recursos,"En el bando contrario, un equipo al que le gusta el orden, como es la selección griega, pronto se encontró con una situación muy poco propicia para sus características. Además, sin Giorgios Karagounis, lesionado, Grecia andaba muy perdida y con “pocos recursos”. Pero la exhibición rusa no paró ahí. Los rusos, con velocidad, se plantaban ante los dominios de Nikopolidis con suma facilidad para ponerle en apuros y en nada se parecía al equipo de los partidos ante españoles y portugueses. ",0,"Actualidad, ocio y vida cotidiana",REA (Corpes Siglo XXI),"Pinto, R.: «Grecia cae y sonríe». La Razón. Madrid: Grupo Planeta, 2004-06-21",España,
733,Pocos recursos,"Uno de los pilares de la promoción de la donación, consiste en que la familia dominicana comente abiertamente este tema y de esa forma pueda definir claramente la vocación de cada uno de sus integrantes. A pesar de que las instituciones que crea la Ley 329 98 deben estar debidamente presupuestadas, los “pocos recursos"" que dispone el Estado se dirigen hacia instituciones privadas, para pacientes privados que pueden pagar y no para aquellos que su enfermedad terminal ha agotado los recursos familiares y solo les queda el hospital público como baluarte de salud para seguir viviendo.",0,Salud,REA (Corpes Siglo XXI),"«Sobre donación de órganos». Hoy Digital. Santo Domingo: Hoy Digital, 2004-03-29",Republica Dominicana,
734,Pocos recursos,"Elijah pareció dudar durante unos segundos: era un presente excesivo, sobre todo viniendo de una mujer sola y con “pocos recursos”, pero mi amigo se dio cuenta del hondo significado del obsequio, así que se despojó alegremente de los gemelos que llevaba y se colocó los que Hannah acababa de entregarle.",0,Novela,REA (Corpes Siglo XXI),"Rivera de la Cruz, Marta: En tiempo de prodigios. Barcelona: Planeta, 2006",España,
735,Pocos recursos,"Su madre murió cuando tenía seis años y se quedó en una familia con “pocos recursos”, por eso el fútbol para él fue algo único. ""Cuando niño no puedes ordenar ni al papá, ni a la mamá ni al amigo y todos te ordenan a ti, pero tú manejas a la pelota, es un juguete vivo"", confiesa el croata.",0,"Actualidad, ocio y vida cotidiana",REA (Corpes Siglo XXI),"Pérez Tuesta, Ignacio: Hombres de blanco. La historia íntima de Colo Colo campeón de América. Santiago de Chile: MassAcción, 2006",Chile,
736,Pocos recursos,"Ellos creen que es el medio ideal para realizar la patriada. ""Sabemos de muchos viajes a lo largo del país, pero ninguno completamente hecho de a caballo. Queremos ser los primeros"", sostuvo Pica. Y para ello cuentan con “pocos recursos”, muchos problemas, pero una enorme voluntad por demostrar que puede y por avivar el sentido de patria.",0,Ciencias Sociales,REA (Corpes Siglo XXI),"«Travesía a caballo por el país». El Pais. Montevideo: diarioelpais.com, 2001-11-08",Uruguay,
737,Pocos recursos,Desde la toma de decisión respecto a la distribución de los “pocos recursos” que el Ministerio de Educación recibe se empiezan a manifestar las inequidades que golpean a ciertos grupos de población cuando son privados de obtener conocimientos y otros servicios educativos.,0,Ciencias Sociales,REA (Corpes Siglo XXI),"Sacayón Manzo, Eduardo Enrique: Un llanto ante la sociedad: la violencia en el sistema escolar. Ciudad de Guatemala: Instituto de Estudios Interétnicos, 2003",Guatemala,
738,Pocos recursos,"Era un estudiante del común, inmigrante y con “pocos recursos”. No tenía novia y hacía pocos días había prendido fuego en un aula. La libido exacerbada puede, en ocasiones, ser mentora de las mayores hazañas. En esta ocasión fue mensajera de la peor destrucción.",0,Ciencias Sociales,REA (Corpes Siglo XXI),"Arias Satizábal, Medardo: «Mortal manera de reclamar amor». El País. Cali: elpais.com.co, 2007-04-19",Colombia,
739,Pocos recursos,"Pero también fue versátil la forma como se compusieron los temas. Baladas rock muy bien logradas, así como las ya acostumbradas descargas alternativas, muestran la capacidad que tiene The Strokes de asumir distintos enfoques musicales con “pocos recursos” y sin ser virtuosos de la música. Quienes escuchen este disco percibirán estas variaciones y seguro querrán compararlas con trabajos pasados.",0,Arte y Cultura,REA (Corpes Siglo XXI),"Penzo Vivas, Diego: «Rock retro como bandera de original versatilidad». El universal.com. Caracas: eluniversal.com, 2006-01-16",Venezuela,
740,Pocos recursos,"En el momento de la tragedia, alrededor de 30 ciudadanos saudíes se hallaban en el interior del inmueble, una casa de huéspedes que al parecer se encontraba en precarias condiciones y albergaba a peregrinos de “pocos recursos”, la mayoría de ellos paquistaníes. Varias personas han resultado igualmente heridas -la televisión saudí habla de 39 personas- y han sido trasladadas a hospitales de la ciudad.",0,"Actualidad, ocio y vida cotidiana",REA (Corpes Siglo XXI),"«Varios muertos en la peregrinación a La Meca». El país.com. Madrid: elpais.com, 2006-01-05",España,
741,Pocos recursos,"El programa surge para cubrir la necesidad de darles un plato de comida a niños de muy “pocos recursos”, lo que ocasionaba bajos rendimientos y para brindarles apoyo en las materias de lengua y matemáticas, primordialmente.Para solventar los gastos de los talleres como así también de la comida que se otorga en las distintas instituciones; el gobierno provincial otorga subsidios para que puedan ser implementados.",0,Ciencias Sociales,REA (Corpes Siglo XXI),"Iris, Oro: «El teatro en escuelas de doble escolaridad». II Seminario de Formación Profesional. Proyectos educativos en Acción para la inclusión ciudadana. Córdoba: Universidad Nacional de Río Cuarto, 2006",Argentina,
742,Pocos recursos,"""El Paraguay ha sido -en la región- el país que más cantidad de droga ha incautado en relación a su tamaño relativo, y que más narcotraficantes ha capturado y extraditado a otros países, con lo que se demuestra nuestra voluntad política, del gobierno, con los “pocos recursos” que tenemos, sin embargo, con una eficiente cooperación también hay que reconocer lo del gobierno de los EEUU"".",0,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"«El Paraguay recibió la séptima certificación de Estados Unidos». La Nación. Asunción: lanacion.com.py, 2006-09-20",Paraguay,
743,Pocos recursos,"A diferencia de la vulnerabilidad estructural, la reducción de la vulnerabilidad no-estructural se logra con muy “pocos recursos” en comparación con los gastos que requiere la anterior, sobre todo cuando se introducen los requerimientos y parámetros protectores en los elementos no estructurales desde la etapa de diseño de la obra.",0,Ciencia y Tecnologia,REA (Corpes Siglo XXI),"Batista Matos, Ricardo: «Vulnerabilidad ante las amenazas naturales». Cub@: Medio ambiente y Desarrollo. La Habana: medioambiente.cu, 2006-01",Cuba,
744,Pocos recursos,"Las proporciones de estos subgrupos son mayores entre la población afroamericana (7%), los de “pocos recursos” (6,5%) o con menor nivel educacional (6,1%).",0,Salud,REA (Corpes Siglo XXI),"«Obeso y fumador, doble riesgo de muerte prematura». Washington Hispanic. Washington D. C.: washingtonhispanic.com, 2006-05-26",Estados Unidos,
745,Pocos recursos,"Interesante. Los artistas latinos destacan por tener una creatividad increíble con muy “pocos recursos” y eso es algo especial porque no existe en verdad un despliegue de tecnologías y herramientas de alto costo, se usa lo que está a la mano y los temas son cotidianos, relacionados con la identidad latinoamericana que siempre llama la atención. Se trabaja sobre migración, pobreza, gobiernos.",0,Arte y Cultura,REA (Corpes Siglo XXI),"De Jarrín, Laura: «Ana María y Juana en el X Salón de Arte». elcomercio.com. Quito: elcomercio.com, 2005-12-01",Ecuador,
746,Pocos recursos,"Gómez Echeverri expresó que INFOMED demuestra que en Cuba -dado el alto nivel de capacidad humana y el grado de compromiso de las autoridades- es posible lograr resultados impresionantes con muy ""pocos recursos”. Y estos avances -como apreciamos aquí- no sólo benefician a Cuba, sino que se extienden a muchos otros países en desarrollo, en virtud de la presencia en ellos de fuertes contingentes de la salud, enlazados mediante los valiosos servicios de INFOMED.",0,Ciencia y Tecnologia,REA (Corpes Siglo XXI),"Perez, Alberto D.: «INFOMED: Las nuevas tecnologías de la información en función del desarrollo». Granma. La Habana: granma.cu, 2001-10-25",Cuba,
747,Pocos recursos,"""La labor de Chaplin como productor, musicalizador y actor lo cataloga como un ser multifacético dentro de las artes. Pero el mejor legado de Chaplin es su filosofía de vida. Él representó al vagabundo que sin tener nada podía convertirse en un ser humano feliz. Además fue un gran crítico; con muy “pocos recursos” logró obras cinematográficas inmensas"".",0,Arte y Cultura,REA (Corpes Siglo XXI),"«Películas de Chaplin se exhiben en el MAAC». El Universo. Guayaquil: eluniverso.com, 2004-06-10",España,
748,Pocos recursos,"Además, en un país como Panamá donde, al igual que en la mayoría de estados latinoamericanos, la corrupción es tan extensa y donde los organismos gubernamentales de control y justicia parecen impotentes de frenarla, las investigaciones y reportajes periodísticos que la abordan son de los “pocos recursos” con que cuentan los ciudadanos y nuestras democracias para exponer las conductas irregulares e ilegitimas de los funcionarios.",0,Arte y Cultura,REA (Corpes Siglo XXI),"«Redacción de El Siglo». El Siglo. Panamá: elsiglo.com, 2001-05-29.",Panama,
749,Pocos recursos,"Toda esta información la estoy recogiendo para los otros marinos que deseen recorrer estos mares, así como también estoy dibujando un mapa de la zona, con los “pocos recursos” que cuento. ¡Espera, Ana campana! -exclamó Irú- Voy a buscar el mapa para que lo veas.",0,Novela,REA (Corpes Siglo XXI),"Marrero, Marisol: Las brujas modernas vuelan en la red. Caracas: Fondo Editorial Tropykos, 2001",Venezuela,
750,Pocos recursos,"Lo que hacen ambos programas es mostrar miniaturas de todas las imágenes que hay en una carpeta. Estas aplicaciones son ideales porque reconocen cientos de formatos, con lo cual no se escapará ninguna. Además consumen “pocos recursos” del sistema, por lo que se cargan rápido. Con ellos también se puede ver las imágenes en su tamaño real, recortarlas, convertirlas a otro formato, ajustar su brillo, contraste y colores, aplicar efectos y muchísimas cosas más.",0,Ciencia y Tecnologia,REA (Corpes Siglo XXI),"Sametband, Ricardo: «Tu álbum de fotos se muda a la PC». La Nación. Buenos Aires: lanacion.com.ar, 2002-07-29",Argentina,
751,Pocos recursos,"Esta nueva reforma laboral es nociva, porque permite legalizar las 60 horas semanales de trabajo. Todo esto va a llevar al país a un colapso social extremadamente grave, y donde el país va a ser sobreexplotado al extremo. El mar y los bosques están agotados, y los “pocos recursos” naturales que quedan van a correr esa suerte, con un país lleno de cesantes y con salarios miserables.",0,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"«Organizaciones de cesantes: Un llamado a la Marcha Nacional del Hambre». El Siglo. Santiago de Chile: elsiglo.cl, 2001-05-11",Chile,
752,Pocos recursos,"Por lo tanto, la cinta no llega a alcanzar niveles trepidantes de acción y como complemento a ello, se incrustan chispazos de humor, pero casi todos de un exagerado mal gusto. Pues bien, estamos acá ante una historia de fácil elaboración, ubicada en un futuro cercano; pero con muy “pocos recursos” para sorprender al espectador, es decir, ""Nada nuevo bajo el sol"".",0,Arte y Cultura,REA (Corpes Siglo XXI),"Ramos, Fernando: «Sexto día: Schwarzenegger». Prensa Libre. Guatemala: prensalibre.com/vida/sexto-dia-schwarzenegger_0_34796830/, 2001-01-28",Guatemala,
