,text,label
1100,业主指出消防箱内还没有消防管。 记者陈维摄开发商要交房业主拒收 房事 发南宁市佛子岭路一楼盘，业主认为未达交房条件南宁市佛子岭路一个新楼盘的业主们对开发商的交房行为开心不起来。 在他们看来，目前该楼盘并不具备交房条件。,1
1101,路面大多被落叶铺满，一截青果遍地，一截桑葚一层，空气中树叶、落地的果实散发着清香。 有些路段已被 环卫工人 或临街住户扫起，一堆一堆的，狼藉不再，大片叶落的伤感也就渐远了。 伊犁许多少数民族居民特别爱干净，无论是落叶，还是下雪，总会尽快扫净，所以他们的门前总是干净而井井有条。,1
1102,据台湾媒体报道，歌手林俊杰日前2度获得金曲奖最佳男歌手，却突然宣布要休息1年，让外界相当震惊，在这之前他也推出个人音乐纪录片，片中更以歌曲怀念已经 逝世 的奶奶，更透露如果3年前不是因为失去奶奶，也不会改变和爸爸不和睦的关系。 林俊杰与奶奶(资料图) 林俊杰与爸爸首同框林俊杰当时在金曲奖的庆功宴上感谢家人，称“家人是幸运物”，据媒体报道，他过去因为很爱打电动和看漫画，被人嘲笑是“臭宅男”，也因此常被家人骂，个性不服输的他却在其中找到创作灵感，像是《江南》取自“风云”、《一千年以后》取自电影《机械公敌》等，用音乐找到人生另一条道路，并证明自己的能力，走红后便把重心放在工作上，因为和爸爸同属不擅于表达的人，他也因为个性叛逆经常感到不耐烦，和父亲只靠纸条沟通。,1
1103,4月6日中午，刘涛在微博晒出一组马天宇陪她健身的照片，并写道：“暖男你也太暖了，暖的我一身大汗快抽筋了@马天宇。 ”照片中的马天宇贴身帮刘涛健身，两人因运动大汗淋漓，而第一张照片中由于角度问题，马天宇的手看起来似乎是放在刘涛的 胸部 。 刘涛与马天宇网友纷纷留言：“你老公还有三十秒到达战场。,1
1104,有个媳妇你就知足吧，我都23了我的择偶标准长得像@女的就行，可是我还是没找到 @奢蜜董事婕芙CEO：傻孩子，化上妆一个样子，卸了妆又一个样子，就好像你娶了两个老婆，真是不知道珍惜 @赵镇铭：自己结的婚 含着泪也要过完 其实，颜值这玩意真不是盖的，很多妹子妆前妆后的差距还是蛮大的……心理承受能力比较差的，还是长点心吧…来源：成都商报（ID：cdsb86612222）综合新浪微博、中国新闻网关注海峡导报微信（hxdbwx）毁三观！ 少女遭多人 性侵 5年生3娃，亲妈和外婆不报警！ 还纵容强奸犯到家里来！,1
1105,姓名：王琪瑞昵称：琪琪英文名：Rita性别：女民族：汉籍贯：安徽出生年月：1月19身高：166cm体重：48kg星座：水瓶职业：演员平面模特特长：舞蹈、武术、跆拳道、自由搏击、骑马、健身 毕业院校：上海戏剧学院首届动作明星班 人生格言：人生不怕重来，只怕没有未来。 个人经历：从小考进安徽省艺校学习舞蹈，四年毕业后走进武术学校练习武术、影视特技、截拳道、跆拳道、拳击、自由搏击等综合式训练；后又走入健身届练习健身，08年健身 小姐 、形体小姐～冠军。 广告2012：破坏之王～肌肉男女 上海东南卫视节目录制 河北卫视《明星同乐会》节目录制,0
1106,秋天的向晚陈晓健秋天的向晚野鹤飞 走了 月亮悬进高耸的谷仓又一次，千年梦见为了相忆圣洁的望日莲柔柔存在水的记忆思念如缺水的沙砾逼近我的心秋天的向晚冷风都吹走了在我的眼前金黄的麦浪逐波涌动温暖的秋阳寂寞照耀 告别的王郑西诺今晚，高山仰止，请收下我的膝盖用一个禁忌的词语，在你绝唱时刻世路难行，有角的动物可以被回答成一匹马八月的梦游者也走失在鱼腹深处我们夜里端详自己黑漆漆的手指从惊惧到视若无睹，再后来仿佛注视流火的星星世情凉薄，某个词语一出生即刻隐匿功能成为白杨树上粗糙流血的疤或者早早被褫夺了身份，点缀在骄奢的冠冕上轻慢地触摸只会引来犬类的狂吠有朝一日点燃扑不灭的火光然而今晚，我必须为你取回它，告别的王绝望中收藏你的獠牙，自此天涯亡命用你的名字折叠纸鸢，溯风奋力起飞还要不依不饶地把你的背影装进那个水晶盒子里在里面留下璀璨的花朵、流泪的诗篇留下闪电和惊雷这首送给那个月一起点灯熬夜的岚子、June、顾北哉 意象 · 蕉城之北 1983 - - 2016頋北哉1黄昏莲峰桥上下人来人往时光流走 去往各自家的方向你的背影是夕阳西下时最美的图画2寂寥的寒冬夜还有梦吗谁的梦里擑发无痕还有梦吗谁的梦里梅花 桃花和雪落满了南山我没有梦 你说我有一壶酒足以慰红 - - 尘 - - 3黑夜的眼就是你的眼戴了墨镜四处逃窜的飞虫代表我们彼此作别后来 回忆中说起我记得一起喝酒的只有梅花4我的目光越墙而过彷佛又看见有年少的你翻墙而出和我一起迷失在热闹的街市5父亲老了直至死去 化成灰他都与土地密不可分,0
1107,凌晨时分，山阳县男子张朋提着刀，意欲 性侵 独自走在上学路上的初中女生小云(化名)，遭反抗后，他持刀将小云捅成重伤，后逃离现场。 因为这样的恶行，近日他被法院判处有期徒刑6年。,1
1108,1 - 9月海南全省房地产市场总体平稳，但投资额、销售面积等多项数据预计增速较1 - 8月出现不同程度回落，这是记者从海南省三季度经济形势分析会上了解到的。 虽然1 - 9月海南省房地产市场总体运行平稳，但发展势头呈现放缓趋势，其中投资增速连续4个月回落，由1 - 5月的12.2%降至1 - 9月的2.5%;销售面积增速连续5个月回落，由1 - 4月的81.3%降至1 - 9月的46.4%;新开工面积从4月份以来持续 负增长 。 市场预计，随着传统销售旺季即将到来，海南省房地产销售增速可能有所回升，但投资增速可能继续回落。,1
1109,"他称，陈嘉庚号召南洋华侨回国抗战、购买国债、寄侨汇都是因应当时国民政府捐纾国难的请求，所以登记在册的3200位南侨机工中，战死者、回到海外者和留在国内的，几乎各占1 / 3，而留在国内的，大多经历坎坷，且被历史淹没，“我就是要像抢救文物一样把他们挖出来，颂扬他们。 ”3月9日，98岁的南侨机工蔡明训 去世 。 “他以前老是说要请我在九龙吃饭，那时他已经有点糊涂了，我比较自豪的就是""非典""期间他神智清醒时去找他聊天记录，给他拍照。",1
1110,一个城市的文明形象是由每个市民的文明行为组成的，在很大程度上，洛阳是你、是我、是他、是我们大家。 每个市民的举手投足都是洛阳形象，譬如在公众场合大声喧哗、随地吐痰、游园时插队、上 洗手间 后不冲洗…………这些行为都会为洛阳抹黑。 细节决定成败，细微处才能体现人的真性情，才能感受到真文明！,1
1111,前天申城最高26.8℃，一名19个月大的女婴被父亲遗忘在车里，等到父亲发觉后，女童已经在蒸笼般的密闭车厢里待了数小时。 最终，女童因抢救无效 夭折 。 医生表示，女婴死于“热射病”，家长千万不要把孩子单独锁在车内。,1
1112,活动现场，一款全封闭电动扫地机引人注目，生产企业的工作人员在现场演示一番，关上窗后，驾驶室为全封闭。 “这款扫地机的一大不同，就是驾驶室内有空调，以后 环卫工人 在清扫时不用受太阳酷晒。 ”南宁南机环保科技有限公司（原南机厂）副总经理李锡庆介绍，该款电动车扫地机属于第六代了，于去年刚投入使用，目前在南宁机场T2航站楼、广西体育中心、南宁东站及北海市开始使用，每小时可清扫1.6万平方米，作业中有喷洒水配置，避免了清扫时扬尘二次污染。,1
1113,实习生陈淑慧摄 捕虫板粘杀到的害虫。 实习生陈淑慧摄“树上 挂了 那些‘纸片’后，树木好像长得更加青葱了。 ”近日，居住在端州城区和平路的老街坊苏姨笑呵呵地对记者说道。,0
1114,9月份以人民币计价的出口同比下降5.6%，结束六个月连升势头，预期增长2.5%；以人民币计价的进口增长2.2%，预期增长5.5%。 以往出口即便是 负增长 ，但由于进口跌幅更大，导致贸易顺差不断扩大，从而导致企业的刚性结汇需求扩大，对人民币汇率形成支撑；然而在9月份，贸易顺差为2784亿元人民币，远低于8月份的3460亿元，从而对人民币汇率构成贬值压力。 国盛证券昨日发布研报表示，当前国内经济需求疲弱的局面并未发生实质转变，对外贸易仍将持续低迷态势，难现实质改善， 进出口将进入低速增长新常态，甚至出现阶段性负增长。,1
1115,青木泽北：其实这些是应该的，当女人多不容易啊，当了妻子还要给你生孩子呢 我之所以努力赚钱就是希望未来的女朋友，在双十一刷不爆我的卡 Guoxu_郭旭：是挺贵的 我们村娶个媳妇 嫁妆都得几十万 要有车有房有存款 念小稚新西兰日记：从小经常穿爸妈同事孩子穿小的衣服，上中学开始去服装市场地摊买衣服，同学都耐克阿迪的时候我全身上下加起来不超过一、两百块……后来出国留学，两年半学费45万。 家里亲戚笑我妈说一个女孩花这么多钱上学干嘛还不如买套房，我妈很认真地说这是最好的投资，等我 不在了 她能有本事活得好 杨晴O_o：真是不好意思说我是女生 零落萍萍：高贵的女人看她的内衣。 精致的女人看她的指甲。,1
1116,赵薇演过的电视剧有《一个女人的史诗》、《车神》、《谢谢你曾经爱过我》、《京华烟云》、《情深深雨蒙蒙》、《侠女闯天关》、《老房 有喜 》、《还珠格格》。 赵薇演过的电视剧有《一个女人的史诗》、《车神》、《谢谢你曾经爱过我》、《京华烟云》、《情深深雨蒙蒙》、《侠女闯天关》、《老房有喜》、《还珠格格Ⅱ》、《康熙微服私访记2》、《还珠格格》、《大魔方》、《雨天有故事》、《姐姐妹妹闯北京》。,0
1117,据了解，“信合中意春蕾班”共在晋宁一中2014年贫困学生中确定了50人，其中，女生45人、男生5人。 这些贫困学生有的因父母生病、家庭出现重大变故，有的是在滇池治理四退三环被征地农民，有的是 下岗 职工家庭、有的是单亲家庭……，她们既想继续学业、又想改变命运，又不愿为父母、家庭增加负担。 为她们提供学业上的资助，不但能减轻她们及家庭的负担，也能鼓励她们身心健康成长、好好学习、做一名对社会有用的人。,1
1118,在笔者看来，正是因为如此，才使得张庭人气暴涨片约节目不断。 不过，在节目上被逼问 房事 如何，面对这样刁钻的问题，愚公愚乐觉得这是节目组故意借题发挥，是想要爆个猛料来博收视率吧。 暗示一些问题（一对儿女）夫妻房事本是很隐私的问题，不仅是张庭面露尴尬，即使换做是任何人，面对这样另类的问题，估计都会有些尴尬的。,1
1119,5月28日，沈阳交警支队公布，将在近期内推出一系列道路、桥梁的扩建、改建计划，推进沈阳路网 结构优化 ，完善路网功能，消除道路交通瓶颈，进一步提升道路交通通行和服务水平，确保市民出行顺畅。 这些施工将很快动工目前，全市范围内有文化路立交桥二层环岛改造工程、王家沟收费站连通工程、昆山路东延长线工程即将竣工；西北二环、迎宾路高架建设工程已经开始进行前期施工，东陵路高架、二环路富民街全互通立交正处在方案阶段；南北二干线、二环路五爱立交、总院岗下穿、一环路南环高架等项目正在论证；怒江街、陵园街、长江街等断头路的打通已列入了计划；同时，地下交通工程也在有条不紊的进行当中，地铁9、10号线正在紧张的建设，两条新开地铁线路共有乘降站63处，预计五年内投入使用，届时将进一步缓解地上交通压力。,1
1120,韩联社7日称，日本政府6日审定通过歪曲和遗漏历史事实的初中教科书。 7日又发表主张独岛主权、歪曲日军 慰安妇 受害者问题的《外交蓝皮书》，是反复开历史倒车。 中国外交学院国际关系研究所李海东教授对《环球时报》称，美日之间操控是双向的，而不是单向的。,1
1121,再说了哪有那么大的，一斤的都少见，还八斤？ 6、某男在宾馆， 小姐 来电，要按摩吗？ 问：价位？,1
1122,报告表示，目前来看，A股的风险主要体现在五个方面。 第一，基本面方面，8月新增人民币贷款9487亿元，虽然超过市场预期，但主要亮点在于非银贷款的增涨，考虑到企业贷款的 负增长 态势，实体经济需求并没有出现明显好转。 第二，流动性方面，继14天逆回购后，上周央行又重启28天逆回购，逆回购利率为2.55%，相比上次逆回购利率下降5bp。,1
1123,黑龙江日报讯（王树君）尚志市金融部门采取“政府主导、央行推动、多方参与、共同受益”的工作机制大力推进农村青年信用示范工程，全市共评选出青年信用示范户1.2万户，涉农金融机构累计发放贷款16亿元。 尚志市金融部门合力打造全社会共同参与的“1234”信用示范工程，建设1个系统即信息管理系统，统一2项标准即信息采集和信用评分标准，建立3项保障机制即组织协调保障机制、制度措施保障机制、暂行办法和实施细则评价机制，出台4项扶持措施即人行出台金融支持青年就业指导意见和支农再贷款扶持措施、涉农金融机构给予信贷优惠政策措施、市政府提供 下岗 失业人员担保基金扶持措施、市妇联联合哈尔滨市妇联提供妇女创业担保基金扶持措施，形成了农民得实惠、银行得效益、政府得民心、社会得发展的新局面。,1
1124,7．青光眼鲍尔博士表示，眼镜深层疼痛多为青光眼，多发于老年人群。 患者应尽早治疗，否则容易导致 失明 。 前列腺素类药物和β阻断剂对青光眼都具有一定的治疗作用。,1
1125,” 优质服务赢得群众满意专家们用专业的知识赢得了现场居民的阵阵赞扬，同时天塔社区居委会也准备了其他便民活动，让此次义诊在欢快的气氛中进行。 此次世界保健日社区健康义诊活动不但 方便 了群众在家门口问诊就医，让居民足不出户就可以享受免费的医疗与服务，更是为了提高社区居民的健康知识水平，增强居民的健康保护意识，让更多的居民了解合理健康生活的重要意义。 社区安排为老人免费理发津门中医院王院长表示：作为红十字会员单位和惠民就医诚信单位，我们将不遗余力的为广大社区居民做好医疗健康服务，打破围墙建医院，不仅仅是在口头上，还要落实到实际行动中去，像这样的活动我们要经常做、坚持做，这不仅方便了广大人民群众就医，普及了医疗健康知识，更是社会主义核心价值观的直接体现！,0
1126,一进餐厅给人一种眼花缭乱的感觉，可以看到餐厅的吊灯有许多不同的样式，在起到照明作用的同时也装饰了空间。 洗手间 的墙上有一个大大的人物画像，戴的墨镜充当镜子，巧妙的设计体现出设计者独特的设计理念。,1
1127,带着一身的燥气回到家中，看着这清爽十足的家，感觉马上被治愈了，心情突然就放松沉稳了下来！ 预算：19万户型：两居室面积：120平米风格：简约客厅 餐厅 过道 卧室 厨房 书房 卫生间,1
1128,不令恶事，被他听到，更不会诸横难加害其身。 七：地藏法门能使久病的人速好，如果世缘尽会速得 往生 。 地藏经中佛说有病人久处床枕，求生求死，了不可能。,1
1129,淅川丹江大观苑立足亚洲第一大人工淡水湖自然资源，于南水北调中线工程水源地━淅川丹江湖畔，按5A级景区标准兴建的，集生态观光、文化旅游、水上娱乐、休闲度假为一体的旅游胜地。 整个苑区以丹江秀水为背景，融自然景观和人文景观为一体，主要将淅川的灿烂文化汇萃在一起，主要为大家展示五大文化：“水文化” 水文化淅川是南水北调中线工程的水源地和渠首所在地，为了南水北调中线工程，淅川人民做出了重大 牺牲 和贡献。 我们接下来参观的第一站就是前方看到的这座高大建筑——南水北调中线工程纪念馆，为大家展示的就是这种“水文化”。,0
1130,这几天天气逐渐降温，为保暖，杭州市民李 小姐 赶紧把压箱底的厚衣服通通翻出并穿上。 没想到，才穿两天，李小姐身上便出现了一个个红色的大疙瘩，而且奇痒无比。,0
1131,分析人士称，相关产业链或将受到关注。 文件中称，针对新兴生物基材料即将大规模爆发式增长的发展需求，培育一批拥有核心关键技术、创新能力强、具有国际竞争力的骨干企业，建设一批布局合理、 结构优化 、特色鲜明、产学研用有机结合、引领示范作用显著的产业集群。 而根据其专项支持原则，将针对传统石化材料带来的资源环境问题，围绕大众消费领域重大应用需求，鼓励用于传统日用塑料制品替代的新产品规模化生产应用，取得标志性重大产业成果，在促进循环经济发展、减少塑料白色污染等方面形成社会影响。,1
1132,此时除了恶露不净，还有出血量时多时少，内夹血块，并伴有阵阵腹痛。 2宫腔感染可因产后洗盆浴，或卫生巾不洁，或产后未满月即行 房事 ，也可因手术操作者消毒不严密等原因致使宫腔感染。 此时恶露有臭味，腹部有压痛，并伴有发热，查血象可见白细胞总数升高。,1
1133,每天可锻炼100—200次，分3—5组完成。 3、俯卧床上，去枕，用力挺胸抬头，使头颈胸离开床面(俗称“燕飞”或“小燕飞”)，持续3—5秒，然后肌肉放松，放下头颈 胸部 休息3—5秒为1个周期，每天锻炼50—100次，分3—5组完成。 这种锻炼方法比前述的两种方法费力一些，某些肥胖的病人难以完成。,0
1134,2、中药学专业知识二：调整为临床中药学、中成药学和方剂学，均为新增科目。 3、中药学综合知识与技能：在原有内容上有较大调整，包含中医基础理论、中医诊断基础、常见病辨证论治、民族医药基础知识、常用医学检查指标及其临床意义、中药调剂操作的基本技能知识、中药的合理利用、 特殊人群 的中药应用、中药不良反应等内容。 ： 在原有内容上有调整，包含执业药师与药品安全、医药卫生体制改革与国家基本药物制度、药品监督管理体制与法律体系、药品研制与生产管理、药品经营与使用管理、中药管理、特殊管理的药品管理、药品标准与药品质量监督检验、药品广告管理与消费者权益保护、药品安全法律责任等内容。,1
1135,以下人员不得报考：现役军人、在读的非应届毕业生、在职公务员和参照公务员法管理的机关（单位）工作人员，不能报考。 因犯罪受过刑事处罚的人员和被开除公职的人员，在各级公务员招考中被认定有舞弊等严重违反录用纪律行为的人员，公务员和参照公务员法管理的机关（单位）工作人员被 辞退 未满5年的，以及法律法规规定不得录用为公务员的其他情形的人员，不得报考。 报考人员不得报考录用后即构成回避关系的招录职位。,1
1136,秦伟被控 性侵 还疑似虐狗被批私底下判若两人,1
1137,这一次，他选择的曲目是法国作曲家圣 - 桑的《F大调第五钢琴协奏曲“埃及”》。 2016年是英国戏剧大师莎士比亚 逝世 400周年，本场音乐会上，乐团还将演奏作曲家门德尔松根据莎士比亚同名原著创作的戏剧配乐《仲夏夜之梦》序曲，向这位划时代的文化巨人致敬。,1
1138,【字幕】3月26日下午白岩松出席陈文茜新书《树， 不在了 》发布会，并进行对谈。 谈到新闻人的职责时，白岩松认为，新闻人是在用尽全身气力阻止这个世界变得更坏。,0
1139,2、貔貅喜好干净的环境，不要让貔貅沾染体液、血液等，沾染体液会使其无法发挥效果，且貔貅沾血会冲血煞。 因此 房事 、洗澡等时间，最好暂时取下。 3、因为貔貅忌光煞，所以遇到强光的时候要取下来，比如：拍照时的闪光灯。,1
1140,她叫TatianaGirardi是今天的主角更是哥伦比亚的腹肌女神 极具线条的腹肌以及傲挺的 胸部 让她分分钟吸粉无数人气热度超100度简直要沸腾 高强度训练充血之后腹肌竟然可以酱紫！ 把大部分健身男生的脸给打了... 除了火爆惹眼的腹肌我们再看看她的正脸甜美、娇美、醉美。,1
1141,姨妈 来了怎么办？ ？,1
1142,几分钟后，120急救车赶到现场，将小伙送往医院急救。 由于病情过重，小伙不幸 离世 。,1
1143,近日，“红领巾相约中国梦——听党的话，做好少年”济宁市换戴 大号 红领巾暨“惜别少年拥抱青春”入团仪式在微山实验中学举行。 少先队员代表向辅导员代表、家长代表感恩献礼，辅导员代表、家长代表送上祝福，并和初二少先队员一起为初一少先队员换戴上大号红领巾。,0
1144,我没说话。 走了 四十分钟，打到了一辆车。 司机说不打表，五公里路一口价三十。,0
1145,经调查，该二轮燃油助力车车头塑料板为橙色，车辆右后视镜缺失。 肇事嫌疑人身高1.75米左右，微胖，案发时上身穿蓝色短袖 T恤， 下身 穿蓝色七分牛仔裤。 希知情者积极向公安机关提供线索，对提供线索破获案件的，予以奖励人民币伍仟元， 同时敦促肇事者能尽快投案，争取从宽处理。,0
1146,4月1日，在长春市某商场内，张国荣的粉丝用近万个手印拼出了“哥哥”张国荣的头像。 当天是张国荣 逝世 12周年纪念日，不少粉丝闻讯来到手印头像前献花。,1
1147,该剧以被迫说谎的妻子李夏曦为主要线索，讲述了一个看似阴谋四伏，实则温暖人心的故事。 李夏曦与江一斌的艰难爱情和甜蜜 夫妻生活 ，李东旭、江一姗、孙佳媛充满童话质感的爱情小纠葛，再加上李家、江家关于亲情的故事，错综复杂吸引了不少观众追剧。,0
1148,从2009 - 2016，伊巴卡辅佐了杜威二少7年。 如今看来，他在雷霆 牺牲 了大量的得分数据，他本可以成为一个像波什一样的大前锋。 好在伊巴卡今年才27岁，还有大把的时间，而魔术又是一支缺少得分手的球队，他在魔术能获得大量的出手机会，预计新赛季的得分有望突破20+。,0
1149,1981年后，她正式定居香港。 90岁过后，霍林沃斯已双目 失明 ，但她依然坚持每日收听英国广播公司（BBC）新闻，但尽量不会收听有关战争新闻。 据称霍林沃斯仍然坚持一个习惯，就是在睡前把护照放在床头，并在床尾准备一双鞋，她认为护照和鞋是记者最重要的物品。,1
1150,当地政府日前对64岁的阿布达乌赫进行表彰，称其是“模范母亲”。 报道称，她还怀着孕时，丈夫 去世 ，为了生计，阿布达乌赫只好女扮男装外出工作。 为了能更像一名男人，总是穿着宽松衣物、全身长袍，而这一扮就是40多年。,1
1151,19日上午，记者在济宁火车站的售票大厅看到了旅客购买完乘意险之后的一张告知单，单子上写着保单号、投 / 被保险人及身份证号、保险金额、保险期间、温馨提示等信息。 旅客在购买乘意险时需持身份证购买，每张火车票可投保1份铁路乘意险，每份保险费3元，最高保障30万元意外 身故 、伤残和3万元意外医疗费用；未成年人须由其父母投保，每份保险费1元，最高保障10万元意外身故、伤残和1万元意外医疗费用。 “乘意险用于保障被保险人在保险期间内因遭受非本意的、外来的、突然发生和非疾病的意外事故，致使身故、伤残或治疗。,1
1152,废话不多说，上图。 其它热点新闻 曝黄晓明10月法国娶Baby 6克拉戒指浪漫求婚视频 长沙小伙同时交17个女友 吃软饭的最高境界 《新娘大作战》杨颖倪妮因婚礼撞期展开闺蜜大战 22.8克世界最小百度戒指投影仪 问世 《非诚勿扰》观众上台暴揍男嘉宾 被保安强行拖走视频 张国荣 去世 12周年挚爱唐鹤德新男友曝光本周日即将推出新的一期，看点绝对让观众血脉喷张，志玲姐姐在水中身穿黑色吊带，大胆露酥胸，真的让人不知道看美颜好还是酥胸好。 根据自己爱好自动切换吧。,1
1153,搜狐娱乐讯7月20日下午，冯小刚在微博晒出新戏《我不是潘金莲》海报，并配文阐述拍摄前对范冰冰已经打了“预防针”，坦言出演这部新剧 牺牲 会很大。 最后冯导不忘盛赞范冰冰：“她做到了。,0
1154,之后，王某某拿起门边的铁锹打在毛毛奶奶背上。 毛毛爸爸听见争执冲出房门，王某某持刀朝着毛毛爸爸 胸部 、腹部连续捅刺数刀致其死亡。 此后，王某某走进毛家豆腐坊，见毛毛奶奶正准备打电话，便持刀又将其杀害。,0
1155,中新网7月19日电据日媒报道，19日获悉，韩国政府根据去年底日韩两国为解决 慰安妇 问题达成的共识而筹建的原慰安妇援助财团预计于下周成立。 参与财团筹建的多名人士透露了这一消息。,1
1156,女人每个月总有那么几天， 姨妈 光临时这些水果不能吃哦！ 柿子 柿子中含有鞣酸，易与铁结合而妨碍人体对食物中铁的摄取，由于女人在经期时流失大量血液，需要补充铁质，所以不宜进食柿子。,1
1157,特写：“烈士们，我们来接你们回家了”—中韩双方交接在韩中国人民志愿军烈士遗骸纪实新华网韩国仁川3月20日电（记者彭茜）国旗为盖，军乐萦绕，68位 牺牲 在抗美援朝战争中的中国人民志愿军战士的英灵，20日乘着祖国的军机回归故里。 当地时间上午10时，中韩双方在韩国仁川机场对2014年发掘确认的68位志愿军烈士的遗骸进行了交接。,1
1158,苏扬为了照顾生病的父亲而放弃了大学之路，但她在知青点学到的缝纫手艺和服装设计上的天赋为她打开了另一扇通向梦想的大门。 苏扬不知道当年以为 夭折 的儿子郑好已经被郑家养大成人。 司梦南嫉妒心作祟，处处针对郑向东。,1
1159,4月3日报道，英国早衰症少女海莉奥金斯（HayleyOkines）于四月三日 去世 ，年仅17岁。 奥金斯住在东萨塞克斯郡的滨海贝克斯希尔，去世前，她的身体机能已相当于100岁的老人。,1
1160,中新网6月20日电 据韩联社20日消息，日本政府当日公布了有关“河野谈话”的调查报告，该谈话承认日军曾经强征 慰安妇 。 日本政府在报告中称，韩日两国曾就河野谈话的内容进行秘密协商。,1
1161,尊重他人的劳动成果昨天上午，桥面上的温度已经超过50℃，工作中的民警衣服均已湿透，江汉一桥上桥处的一名执勤交警更是在烈日下突然呕吐、昏倒。 近日，上海地面温度超过40度，在上海豫园，一名五岁左右小姑娘，帮她的 环卫工人 母亲扫地，扫得很认真。 想想户外40度的高温，我们走一两分钟都已经浑身是汗，一条街、几条街清扫下来，是何等辛苦。,1
1162,会议传达了十二届全国人大三次会议精神。 会议听取了市卫计委主任顾建钦作的关于传染病防治工作情况的报告；听取了市人大常委会教科文卫主任张义德作的关于我市传染病防治工作情况的视察报告，并对《关于传染病防治工作情况的报告》的审议意见（草案）进行说明；听取了郑州市科技创新工作情况的调研报告的实施方案（草案）；会议听取了市人大常委会经济工委主任宋柏松作的关于郑州市产业 结构优化 升级情况的调研报告的实施方案（草案）；会议听取了市人大常委会法制室主任李艳作的关于完善《郑州市城乡规划管理条例（修订草案）》起草工作的方案（草案）。 会议还听取了市人大常委会副秘书长、办公厅主任李金鹏作的关于市十四届人大常委会第九次会议议题安排意见（草案）。,1
1163,他们不管男女老少，皆不穿衣服。 男人和小孩通常全身一丝不挂，妇女有时只在 下身 兜一块兽皮。 乌干达的孩子们乌干达政府曾在那里推行过强制穿衣运动，但遭到当地人的强烈反对。,0
1164,”但无奈形象和产品严重不符，最终找来了年龄合适，又是贤妻良母的马伊琍成为最贴切的面膜代言人。 郭德纲还现场调侃道：“本来想找马三立代言，老先生 走了 ，只能找来他妹妹马伊琍。 最近我 了不少人试用面膜，就只有马伊琍用完了帮我来了，其他人都是用完再要。,1
1165,在具体内容上，各种社保金使用率差别甚大，其中医保使用率最高，达到66.1%。 其他社保金（助学券、生活困难补助、大病医疗救助等）因为只针对 特殊人群 ，使用率很低，多数在2%以下。 此外，有79.5%的常住居民表示没有购买任何商业保险。,1
1166,偶尔可以停下来休息，但是别蹲下来张望。 走了 一条路的时候，记得别回头看。 时不时问问自己，自己在干嘛?记住，每天的太阳都是新的，不要辜负了美好的晨光。,0
1167,城管打人现场视频截图。 据新华社电记者11日从成都市郫县政府了解到，对城管与摊贩的冲突事件，郫县团结镇政府已对参与打人的五名城管队员予以 辞退 ，对该镇综合执法队分管副队长予以停职处分，目前当地警方正对事件进一步调查。 9日开始，多位网友爆料称当日12时，成都郫县团结镇四川师范大学成都学院前门发生城管打人事件：多名身穿城管制服的男子用木棍等器械，殴打一名中年男子，致其倒地，全身多处流血。,1
1168,报告指出，去年，四川新创建养老服务示范社区21个，新建农村幸福院2447个、城乡社区日间照料中心2028个，为102.8万名困难家庭失能老人和80周岁以上老年人提供居家养老服务支持，城乡居家养老服务覆盖率分别达70%和40%。 各地加快建立和完善高龄津贴制度，惠及80周岁以上 低收入 老年人近74万人。 黄明全说，2014年，四川省深入推进养老服务业和老年关爱服务体系建设改革，省委省政府将养老服务业确定为我省重点发展的新兴先导型服务产业，在全国第四个以政府名义出台关于加快发展养老服务业的实施意见，并制定四川省养老服务业发展工作推进方案及配套政策20个。,1
1169,目前，晓彤的两只眼角膜、两个肾脏、肝脏成功移植给5位病人，让他们获得新生。 眼角膜、肾脏、肝脏均成功移植女儿的 离世 对妈妈陈连兴来说太突然了。 5月22日下午，一连串急速的铃声把正在休息的陈连兴吓了一跳，电话是女儿所在学校的老师打来的。,1
1170,佩戴貔貅吊坠也是这样，为了能够让貔貅吸收四方之财，最好选用头朝上、尾朝下的貔貅。 为了不影响貔貅灵性，有些时候能佩戴，有些时候就不要勉强佩戴了，夫妻 房事 、洗澡、女性经期这些时候就不要再佩戴了；而像睡觉的时候可以佩戴貔貅。 看完这篇文章，希望大家了解，貔貅不在五行之内，它是生于天地间的神奇灵兽，所以说貔貅五行属性查询是没办法做到的。,1
1171,2015030期号码前区：0918192631后区：0205上期前区区间比为1：2：2，奇偶比为3：2，和值为103，大小比为4：1，号码18、19连号。 15031期号码分析：【前区说明】上期奇偶比为3：2，上期仍开出3奇2偶形式，本期看好偶号打破局面，关注1：4或2：3上期大小比为4：1，上期 大号 仍然占优，本期看好小号略有回补，关注2：3或3：2上期区间比为1：2：2，根据上期走势，本期看好在二区间有2码以上开出，关注1：2：2或2：2：1上期和值为103，本期看好和值在92点附近出码。,0
1172,虽然事隔10多年，唐鹤德至今仍是孤独一人，身边再没出现另一位可取代张国荣的伴侣。 “风再起时……”歌声响起，张国荣的风采彷佛呈现眼前，在他 逝世 十周年纪念，张国荣与生前挚友唐鹤德（唐唐）的绝密照曝光，两人笑意盎然，但往事如烟，他一度成为陈淑芬、唐鹤德跟好友间的“忌讳”，免得勾起心中永远无法平复的伤痛与泪水。 下面我们一起看看国荣与爱人唐鹤德十大亲密瞬间！,1
