,Palabra clave,Texto editado,Es Eufemistico,Categoria,Fuente,Fuente de Origen (Bibliografia),Pais,Observations,,,,,,,,,,,,,,,,,,
1696,Teatro de operaciones,"«Dejadlos morir, son nuestros enemigos», advierte un soldado mientras el doctor Trivedi, del V batallón de la I División del Cuerpo de Marines intenta salvar la vida de los iraquíes que habían tendido una emboscada al teniente Therell Childers, de 30 años, caído en combate durante las primeras incursiones aliadas en el “teatro de operaciones”. «Como yo lo veo, hemos perdido una vida, ahora intentamos salvar otras. La vida es la vida, sea cual sea el uniforme», asegura este médico, nacido hace 28 años en Pennsylvania. Sin embargo, su visión no es compartida por todos los soldados del batallón. Hay quien se atreve a asegurar que, si el médico sirviera en su unidad, no le habría permitido reincorporarse al grupo después de ayudar a un enemigo que combate con fiereza y que utiliza técnicas de guerrilla alejadas de los convencionalismos que esperaban las fuerzas estadounidenses.",1,Politics,REA (Corpes Siglo XXI),"Malam, Daniel: «Curar al enemigo: el dilema de los médicos aliados». La Razón. Madrid: Grupo Planeta, 2003-04-01",España,,,,,,,,,,,,,,,,,,,
1697,Teatro de operaciones,"Sí, Gastón Ospina... Era el dueño del único bar-restaurán... «Brisas del Arauca». Pues esto fue bastante inusitado... El puesto de la Guardia Nacional de El Cardozal depende de Guasdualito... Y estos Comandos Rurales dependen de otra jurisdicción... La directiva de esa operación no partió del “Teatro de Operaciones” Número 1, que es quien dirige todas las operaciones de la zona... Parece existir cierta relación con un caso de secuestro... Pero no tengo autorización para darle más detalles de ese caso...",1,Politics,REA (Corpes Siglo XXI),"Tarre Briceño, Marcos: Bala morena. Caracas: Alfadil Ediciones, 2004",Venezuela,,,,,,,,,,,,,,,,,,,
1698,Teatro de operaciones,"— Pues verá, doctor... La cosa no es así... Nunca, aún antes de Chávez, cuando el gobierno venezolano era nuestro enemigo, ningún servicio de inteligencia de Venezuela, el DIM, la Disip o inteligencia del Ejército han tenido capacidad para montar una operación de esta naturaleza... Por razones estructurales, por razones puntuales y por razones políticas. En primer lugar, por su estructura, los militares venezolanos no pasan más de un año en un “Teatro de Operaciones”, o en un puesto de Inteligencia. Allá tienen la absurda costumbre de, en julio de cada año, ascender o cambiar de cargo a los oficiales superiores... Una operación de inteligencia",1,Politics,REA (Corpes Siglo XXI),"Tarre Briceño, Marcos: Bala morena. Caracas: Alfadil Ediciones, 2004",Venezuela,,,,,,,,,,,,,,,,,,,
1699,Teatro de operaciones,"No es ningún disparate, por tanto, señalar que el nuevo “teatro de operaciones” de la seguridad mundial es el Gran Oriente Próximo, cuyo núcleo es Irak-Irán-Afganistán-Pakistán, pero que se extiende desde Mauritania a Filipinas, como una frontera que, dando la vuelta al mundo, separa el Norte rico del Sur pobre. La normalización democrática de ese cinturón islámico del mundo -nuestros vecinos del sur del Mediterráneo, de cuyas reservas petrolíferas vivimos- es la única solución y, además, una buena solución. Europa debe hacer un esfuerzo de capacitación en materia de defensa y seguridad y articular su política de seguridad con las de Estados Unidos y otros países occidentales -Canadá, Australia, Nueva Zelanda; también Japón- para desarrollar y democratizar ese cinturón islámico.",1,Politics,REA (Corpes Siglo XXI),"Lamo de Espinosa, Emilio: Bajo puertas de fuego. El nuevo desorden internacional. Madrid: Taurus, 2004",España,,,,,,,,,,,,,,,,,,,
1700,Teatro de operaciones,"Finalmente, y una vez en el “teatro de operaciones”, los 60.000 efectivos necesitarían un soporte de mando y control, comunicaciones, información y poder aéreo. Pero todos estos campos están muy descuidados por las potencias europeas. Basta con comparar los cincuenta satélites de mando, control y comunicaciones de que dispone Estados Unidos frente a uno (Helios) que posee Europa, o la ratio de 2,5 a uno para Estados Unidos en lo referente a los aviones de combate.",1,Politics,REA (Corpes Siglo XXI),"Lamo de Espinosa, Emilio: Bajo puertas de fuego. El nuevo desorden internacional. Madrid: Taurus, 2004",España,,,,,,,,,,,,,,,,,,,
1701,Teatro de operaciones,"Conde de Lucena, Marqués de Altamira, nuestro nuevo Académico lo es también de la Real Academia Matritense de Heráldica y Genealogía, presidida por otro ilustre Académico de esta Casa, D. Faustino Menéndez-Pidal. Con él y con la profesora Lolo, fueron galardonados con el Premio Nacional de Historia por el libro ""Símbolos de España"", que tuve el honor de editar y preparar desde el Centro de Estudios Políticos y Constitucionales que actualmente dirijo. Hugo O'Donnell reúne asimismo en su haber diversos premios ""Virgen del Carmen"", y tiene dos cruces blancas del Mérito Naval y la Medalla del “Teatro de Operaciones” del Sáhara.",1,Politics,REA (Corpes Siglo XXI),"Iglesias, Carmen: Contestación al disurso de ingreso en la RAH de Hugo O'Donnell y Duque de Estrada. Madrid: Real Academia de la Historia, 2004",España,,,,,,,,,,,,,,,,,,,
1702,Teatro de operaciones,"Pero aunque los efectivos desplegados hasta ahora sólo sumen algunos centenares, sus funciones sean esencialmente policiales y el “teatro de operaciones” sea un paupérrimo país caribeño, hay cierto simbolismo de un reencuentro del poder político y militar de Occidente en territorio haitiano que puede ser presentado como consecuencia de la voluntad iluminada de impedir la disolución de un Estado o, al menos, alguna forma de catástrofe humanitaria. No sin intención George W. Bush dijo que las tropas de su país iban a Haití con una misión de liderazgo.",1,Politics,REA (Corpes Siglo XXI),"Cardoso, Oscar Raúl: «La crisis en Haití. En foco. El inesperado regalo de Haití a la alianza atlántica». clarín.com. Buenos Aires: clarin.com, 2004-03-02.",Argentina,,,,,,,,,,,,,,,,,,,
1703,Consumar el matrimonio,"Tuvieron un corto noviazgo y se casaron. La noche de bodas Hugo no pudo cumplir con su papel de marido. Se sintió tan turbado ante el cuerpo desnudo de ella: el pubis con pelitos rubios, casi lampiño, la piel de nácar y la mansedumbre con que aceptaba todo de él como una ovejita, le desinfló las ganas o la posibilidad. Era tan diferente de todas las mujeres que había conocido, nunca vio un cuerpo tan inocente. Solo pudieron “consumar el matrimonio” al final de la luna de miel. El resultado fue una niña a los nueve meses de casados. El embarazo la volvió un poco más terrenal a los ojos de su marido, que se hinchaba de vanidad y orgullo; su masculinidad estaba demostrada en la barriga de su mujer.",1,Sexual Activity,REA (Corpes Siglo XXI),"Barreto, Chiquita: «La noche del bautizo». Ese extraño que me habita.Asunción: Arandurã, 2002",Paraguay,,,,,,,,,,,,,,,,,,,
1704,Consumar el matrimonio,"Don Pánfilo: ¡Macaria... Macaria! Sal inmediatamente y dile a toda esta gente que te vas a casar conmigo. Emma: (Desde la ventana)Usted está loco y además es un vejestorio que ya no puede “consumar el matrimonio”. La multitud festeja con risas la respuesta de Emma. Don Pánfilo: Usted cállese, aquí la única opinión que cuenta es la de Macaria y ella ya me demostró su amor, que soy hombre para ella y que nos vamos a casar.",1,Sexual Activity,REA (Corpes Siglo XXI),"Solís Olivares, José Luis: Las bicicletas. México D. F.: Consejo para la Cultura y las Artes de Nuevo León, 2005",Mexico,,,,,,,,,,,,,,,,,,,
1705,Consumar el matrimonio,"Nos fuimos a Guatemala. Cuando por fin llegó la noche de “consumarel matrimonio”, los nervios me invadieron, él era muy gentil, pero por alguna razón yo no quería hacerlo; él me dijo que quizás eran los nervios, pero pasaron cinco días sin que lográramos hacer el amor. Yo me sentía incomoda, trataba de esforzarme, pero era imposible, no tenía deseos, mi cuerpo no tenía el calor y la excitación necesaria para iniciar una vida marital.",1,Sexual Activity,REA (Corpes Siglo XXI),"Clío: El secreto de Eva. Tegucigalpa: Editorial Guaymuras, 2005",Honduras,,,,,,,,,,,,,,,,,,,
1706,Consumar el matrimonio,Sí / exactamente entonces / hay pequeñas / eeh / detalles / que yo creo que es importante / a lo mejor / comentarlo aquí / ¿no? / porque bueno en la película // pues / eeh // está inspirado ¿no? / en la amistad de James Barrie / con la familia Llewelyn Davies // con esta mujer / que ya la encuentra viuda / con sus hijos / en la película aparecen cuatro / aunque realmente / en la realidad fueron cinco // y se encariña muchísimo de los / niños / se encariña también de la madre / como también aparece / en la película / eso creó / ciertos problemas / porque él estaba casado con una actriz / con Mary Ansell // pero con / con un matrimonio bastante desgraciado / de hecho / se co- / corrieron muchísimos rumores / si realmente / él era impotente / porque no tenían niños / él quería tener hijos / pero bueno / por alguna razón no / eeh / las malas lenguas decían / incluso / que nunca se llegó a “consumar el matrimonio” / como una especie de matrimonio de conveniencia / además es curioso / porque bueno / Marie Ansell / la / la actriz / pues no estaba realmente enamorada de James Barrie // ya digo / era / bastante mujeriego le tiraba los tejos a / a toda la persona que tenía enfrente y que tenía faldas.,1,Sexual Activity,REA (Corpes Siglo XXI),"Nombre: Callejo Cabo, Jesús. Sexo: hombre. Grupo de edad: 35-54. Nivel de estudios: superior. Profesión: escritor, locutor, colaborador. País: España. Papel: colaborador.",España,,,,,,,,,,,,,,,,,,,
1707,Consumar el matrimonio,"La petita Lula de la Companyia de Mariantònia Oliver; Cercavila a la vila de Pol i Cia quienes también presentarán la propuesta con el mismo nombre que la compañía; Rogers Canals Band y también en Una educació mancada de Estudi Zero, una opereta en un acto y nueve escenas que fue escrita a finales de 1878, y que cuenta la historia de dos primos que se acaban de casar, Helène de la Cereria y Gontran del Boscmassís, y que después de la ceremonia y del banquete de bodas van a su nuevo hogar. Una vez allí, no saben como comportarse para “consumar el matrimonio” y él relee una carta del padrino que le contaba las delicias de la cámara nupcial, pero sin especificar instrucción alguna. De esta manera, el joven avisa a su preceptor, Pausanias, que lo ha instruido en todas las ciencias y le recrimina no haber completado su educación puesto que en este campo no tiene las nociones básicas y Pausianas va a pedir consejo pues tampoco sabe que instrucciones darle.",1,Sexual Activity,REA (Corpes Siglo XXI),"«Preferentemente para los más pequeños». Artez. Bilbao: artezblai.com, 2008-09-03",España,,,,,,,,,,,,,,,,,,,
1708,Consumar el matrimonio,"Ante esta situación, en una primera fase los aristócratas Megacles y Licurgo (jefe de «los hombres del llano») se aliaron: Pisístrato hubo de exiliarse. Pero a poco la unión de los nobles se rompió y Megacles llamó a Pisístrato, quien se casó con la hija de aquél. Vemos una vez más el enfrentamiento de los Alcmeónidas y el resto de la nobleza, pero ahora hay algo nuevo: los primeros se refugiaron en una alianza con el tirano y el pueblo. Tampoco duró: Pisístrato no quiso “consumarel matrimonio”, sin duda por miedo a engendrar descendientes que fueran también ellos Alcmeónidas y «sacrílegos». Desde ahora en adelante los Alcmeónidas estarán contra el tirano.",1,Sexual Activity,REA (Corpes Siglo XXI),"Rodríguez Adrados, Francisco: Nueva historia de la democracia. Barcelona: Ariel, 2011",España,,,,,,,,,,,,,,,,,,,
1709,Consumar el matrimonio,"—Una planta no es un objeto —empezó diciendo Noa con seguridad—. Lo que mi hermana desea hacer con este matrimonio trasespecies es llamar a la conciencia, a que se recuperen de los espacios abiertos las pocas plantas que quedan, en una tarea de acogida y rescate. Ahora ella y su esposo se mudarán a su departamento donde él recibirá la luz solar adecuada y toda el agua que necesite. Ella le ha salvado la vida. —¿Cree usted que se va a “consumar el matrimonio”? No contestó a la pregunta del periodista bajito, que sudaba enfundado en una casaca de cuero.",1,Sexual Activity,REA (Corpes Siglo XXI),"Rodríguez Pappe, Solange: «UN HOMBRE EN MI CAMA». La primera vez que vi un fantasma. Barcelona: Candaya, 2018",Ecuador,,,,,,,,,,,,,,,,,,,
1710,Consumar el matrimonio,"En esos años de mitad de siglo transcurre la historia de Elena y Valerio. Ambos aparecen ante familiares y amigos como un flamante matrimonio, al igual que tantos otros, pero sólo aparentemente. Hay en Valerio un secreto que decide no revelarle a su esposa y en ella, desde chica, recurrentes malestares que se suponía (por las promesas de la tía y las oraciones del cura) que iban a desvanecerse cuando le llegara el momento de acudir a los bailes y fue precisamente en un baile con jóvenes apuestos y muchachas ""casaderas"" que conoció y se enamoró de Valerio. Pero aquello que habitaba en ella como una ""una vara fina, una aguja de tejer de metal"" no cesó ni siquiera entonces de atravesarle el cuerpo y el síntoma prosiguió en la resistencia a “consumar el matrimonio”. Esta situación íntima, no trasciende ese espacio y comienza la vida en común, posterior al noviazgo epistolar cuando él era marino.",1,Sexual Activity,REA (Corpes Siglo XXI),"«Las cosas del querer». Página 12. Radar Libros. Buenos Aires: Página 12.com.ar/radar-libros, 2018-11-25",Argentina,,,,,,,,,,,,,,,,,,,
1711,Consumar el matrimonio,"Ahora está sola en la habitación, su marido no ha entrado con ella. Pensaba que querría consumar el matrimonio nada más llegar, pero, por lo visto, prefiere esperar a la noche. Aunque lo cierto es que Antón, en el breve noviazgo que han mantenido, o por decirlo mejor, en la mera pantomima que ha formado el preludio de la boda, no ha mostrado nunca el menor ademán de desearla.",1,Sexual Activity,REA (Corpes Siglo XXI),"Mola, Carmen: La Nena. Barcelona: Negra. Alfaguara, 2020",España,,,,,,,,,,,,,,,,,,,
1712,Consumar el matrimonio,"En realidad, Rosy fue inscrita legalmente, pero sus padres nunca “consumaron el matrimonio”. Fruto del amor efímero y los tiempos revueltos, se criaría con su familia negra en un solar de Santiago de Cuba. Ya a los once años, la niña ostentaba un cuerpazo. Y su fervor de precoz balladora le ganó el seudónimo de Rosy Meneo.",1,Sexual Activity,REA (Corpes Siglo XXI),"Chavarría, Daniel: El rojo en la pluma del loro. Barcelona: Random House Mondadori, 2002",Uruguay,,,,,,,,,,,,,,,,,,,
1713,Consumar el matrimonio,"Diosa esplendente de aquella gruta, iniciadora, aseada, perfumada, copulaba como un torbellino, cuerpo con defensa de hierro, a nadie impurificó y se mantuvo invicta ante el asedio de las enfermedades venéreas. Pity apetecible, requerida, un buen día un capitán de navío holandés se enamoró de ella, “consumaron el matrimonio” de manera estelar. Fue cuando el prostíbulo de ña Agripina se vistió de fiesta y Pity bailó hasta caer de bruces antes de partir rumbo a Ámsterdam de donde nunca volvió.",1,Sexual Activity,REA (Corpes Siglo XXI),"V. Suarez, Victorio: «La fiesta de Pity y el negro Thompson». ABC Digital. Cultural. Asunción: abc.com.py, 2009-07-05",Paraguay,,,,,,,,,,,,,,,,,,,
1714,Consumar el matrimonio,"Al día siguiente se fueron de luna de miel a París. “Consumaron el matrimonio” en una fastuosa alcoba del Hotel George V, con vista el Arco del Triunfo, sin salir del cuarto en dos días. Desvirgó a Estela con una delicadeza de relojero que abandonó cuando la tímida doncella, transfigurada en amazona, le exigió un galope tendido. Estaba tan llena de brío y tan deseosa de aprender que no le dio tregua hasta ensayar todo el repertorio de posturas eróticas. Se había casado relativamente tarde y al parecer quería recuperar el tiempo perdido.",1,Sexual Activity,REA (Corpes Siglo XXI),"Serna, Enrique: El vendedor de silencio. Ciudad de México: Alfaguara, 2019",Mexico,,,,,,,,,,,,,,,,,,,
1715,Tener necesidad,"En el primer caso se trata de genes provenientes de especies semejantes (cibles), mientras que en el segundo pueden provenir de especies diferentes, por ejemplo de peces polares de aguas saladas de temperaturas inferiores a cero. Datos provenientes de experimentos realizados en Nueva Zelanda indican que la hormona produce deformidades ya en la primera generación, por lo que estos experimentos fueron suspendidos. Los peces transgénicos no son domesticados y la mayoría sobrevive en un medio salvaje, pero tienen un mayor potencial reproductivo. Los salmones del Pacífico genéticamente modificados, al no “tener necesidad” de migrar anualmente del agua salada al agua dulce para reproducirse, podrían causar algún riesgo ecológico. Al no regresar a sus arroyos nativos a desovar, viven y se reproducen en el mar.",0,Bodily functions/parts,REA (Corpes Siglo XXI),"Sommer, Susana E.: Por qué las vacas se volvieron locas. La biotecnología: organismos transgénicos, riesgos y beneficios. Buenos Aires: Biblos, 2001",Argentina,,,,,,,,,,,,,,,,,,,
1716,Tener necesidad,"Chile es socio del Mercosur, integra el Foro APEC del Asia Pacífico, tiene acuerdos bilaterales con Canadá y México (socios del NAFTA con EE.UU.) y negocia con la Unión Europea (UE) y con el EFTA, zona europea extra UE. Con escasa base fabril, la dictadura pinochetista aprovechó reformas de Salvador Allende (la nacionalización del cobre) y se abrió al mundo exportando minería, agro, fruticultura, madera y pesca. Sin “tener necesidad” de proteger mucha industria, bajó aranceles más que sus vecinos. Y como el techo de su mercado interno es bajo, ya en democracia salió a exportar capitales. Los gobiernos de la Concertación (Aylwin, Frei, Lagos) mantuvieron sin cambios la estrategia.",0,Employment/Finances,REA (Corpes Siglo XXI),"«Chile ya está en las puertas del ALCA». Clarín. Buenos Aires: clarin.com, 2001-05-08",Argentina,,,,,,,,,,,,,,,,,,,
1717,Tener necesidad,"Por último, hay un segmento de mujeres mapuches urbanas, que tengo la impresión que es bastante amplio, que asume su identidad en el modelo cristal, es decir son mapuches y mujeres simplemente porque pertenecen a una etnia y a un género «sin “tener necesidad” de afirmarlo o negarlo». Se trata muchas veces de mujeres que han migrado han trabajado –o siguen haciéndolo– como empleadas domésticas y han logrado poseer una casa propia –por toma de sitios, subsidios, compra u otros–, que no están organizadas, pero que mantienen una serie de tradiciones y no niegan su ser mapuche. Estas mujeres cumplen en la ciudad una función muy importante porque son las aglutinadoras de la parentela femenina migrante, y su cobijo en momentos difíciles.",0,Physical/Mental Attributes,REA (Corpes Siglo XXI),"Montecino, Sonia: «Identidades de género en América Latina. El lenguaje de la diversidad». León, Rebeca [comp.]: Arte en América Latina y Cultura Global. Santiago de Chile: Facultad de Artes. Universidad de Chile, 2002",Chile,,,,,,,,,,,,,,,,,,,
1718,Tener necesidad,"La voz no se daba a conocer, seguramente porque no era necesario. ¿Qué otra persona podía “tener necesidad” urgente de mí si no era el comisario Coronas? Deploré su habitual estilo descuidado, la reiteración inconveniente del verbo «hacer». Aunque, reconocí, la gente suele ponerse nerviosa al dejar un recado, tanto como si estuvieran grabando ópera para la BBC. Al menos alguien había estado deseando mi vuelta, aunque no precisamente para darme un abrazo. Surgió en mí la duda: ¿le llamaba o no? Al fin y al cabo, aún me encontraba disfrutando de mi período vacacional, que no acababa hasta el día siguiente. No tenía, pues, por qué haber oído aquel grito de urgencia. Sin duda debía de tratarse de alguna cuestión irrelevante que podía solucionarse sin mi concurso; conocía bien las angustias gratuitas del comisario.",0,Politics,REA (Corpes Siglo XXI),"Giménez Bartlett, Alicia: Serpientes en el paraíso. El nuevo caso de Petra Delicado. Barcelona: Planeta, 2002",España,,,,,,,,,,,,,,,,,,,
1719,Tener necesidad,"Son muy curiosos los estudios de Salvat sobre los tests de inteligencia, porque descubrió que durante la última guerra mundial los negros estadounidenses daban un cociente intelectual menor que los blancos; pero al “tenernecesidad” de ellos, sospecharon que influían factores culturales en la confección de aquellos; y se produjo una reacción interesada con el fin de reclutarlos para el ejército. Y por esa razón se cambiaron los tests para que no estuvieran influidos por la cultura de los blancos, adaptándolos ahora a su cultura negra. Y resultó que, al purificar las pruebas de la cultura propia de los blancos, los resultados de los negros eran mejores incluso que los de los del otro color.",0,Politics,REA (Corpes Siglo XXI),"Miret Magdalena, Enrique: ¿Qué nos falta para ser felices? Un nuevo modo de pensar y de vivir. Madrid: Espasa Calpe, 2002",España,,,,,,,,,,,,,,,,,,,
1720,Tener necesidad,"A partir de aquí, más que una lectura se convierte en un estudio minucioso hasta conseguir memorizar cada una de las situaciones, lo que me permitirá el poder cambiar impresiones con el director de cada una de las secuencias sin “tener necesidad” de efectuar lectura alguna. En la película «Diario de invierno» y en una de mis reuniones previas al rodaje le comuniqué a Paco Regueiro mi sospecha de que la duración del guión era excesiva, y que sería conveniente que se realizara otro cronometraje para confrontar con el mío.",0,Employment/Finances,REA (Corpes Siglo XXI),"Del Rey del Val, Pedro: Montaje. Una profesión de cine. Barcelona: Ariel, 2002",España,,,,,,,,,,,,,,,,,,,
1721,Tener necesidad,"Cuando esto ocurre procedemos a la sincronización, para lo que habremos de detener la imagen, desembragando la moviola para así poder desplazar cómodamente el sonido sin “tener necesidad” de descargarlo y llevarlo al punto o fotograma deseado. A continuación volveremos a acoplar imagen y sonido para comprobar si la operación realizada es la correcta, y si, en efecto, la palabra corresponde exactamente al movimiento de los labios, marcaremos en el magnético una señal en forma de cruz con un número de orden e igual procederemos con la imagen.",0,Employment/Finances,REA (Corpes Siglo XXI),"Del Rey del Val, Pedro: Montaje. Una profesión de cine. Barcelona: Ariel, 2002",España,,,,,,,,,,,,,,,,,,,
1722,Tener necesidad,"El instinto de conservación de la gente hace que, de repente, pasen cosas milagrosas. Pero esas cosas milagrosas no tienen que embellecer románticamente el panorama y hacer que uno diga: ""Bueno, está bien lo que pasa..."". No, está mal “tener necesidad” de hacer esas cosas. Yo preferiría no hacer aflorar la heroicidad de la gente, sino que todo se solucionara normalmente. Después, con todo funcionando normal, mejor o casi normal, empezar a educar a la gente, para que no se olviden nunca de esto, para que no lo vuelvan a repetir.",0,Politics,REA (Corpes Siglo XXI),"Pinti, Enrique: Que no se vaya nadie sin devolver la guita. Buenos Aires: Editorial Sudamericana, 2003",Argentina,,,,,,,,,,,,,,,,,,,
1723,Tener necesidad,"Fue para la delegación cubana y, sobre todo para mí, una agradable sorpresa constatar que el libro era conocido por todas las personas allí presentes. La señora Clare MarMolinera, directora del referido centro, al introducirme en la sesión en que me tocó exponer, alegó no “tenernecesidad” de presentarme, porque todos los participantes habían leído el libro. Para graficar esas palabras, refirió que su hija, que está preparando su tesis doctoral en México, al saber de mi presencia en ese evento, la llamó expresamente para pedirle me diera su ejemplar para que se lo autografiara. Ciertamente, mi libro ocupó un lugar cimero en la exposición y se reconoció como una obra imprescindible de los estudios de memorias.",0,Employment/Finances,REA (Corpes Siglo XXI),"Rodríguez Calderón, Mirta: «Reyita: Historia Oral de Cuba en Londres». A Primera Plana. Santo Domingo: aprimeraplana.org, 2003-11",Republica Dominicana,,,,,,,,,,,,,,,,,,,
1724,Tener necesidad,"El Hijo Blanco de Changó se quedó mirando a Flora y, de golpe, se sintió iluminado por una idea que no dudó en vaticinar como toda una revolución en el terrorismo internacional. Si todo salía bien, a partir de poco, los secuestradores podrían ir por la calle con sus rehenes sin “tener necesidad” de llevar armas. Un llavero, un bolígrafo o cualquier inofensivo objeto donde se pudiera camuflar un mando a distancia serviría para que la persona más peligrosa del mundo te siguiera como un perro faldero si no quería explotar por los aires. Todo sería cuestión de poder introducir unas bolitas y que éstas llevaran dentro lo que debían llevar.",0,Politics,REA (Corpes Siglo XXI),"Surí Quesada, Emilio: El instrumento de Changó. Cádiz: Editorial Aduana Vieja, 2004",Cuba,,,,,,,,,,,,,,,,,,,
1725,Tener necesidad,"Esa misma tarde, al llegar a casa, se encerró de nuevo en la biblioteca, sin comer, y le escribió a Lucy una carta en la que le exponía sus sentimientos y le describía con floridos ejemplos las cosas que podrían hacer juntos. La redactó desde el encabezamiento a la firma más de diez veces, según asegura, pero a pesar de ello no se quedó satisfecho con el resultado y la tiró. Aquella carta quizá le habría bastado a Lucy Velasco para facilitarle a Manuela las pruebas que deseaba, sin “tener necesidad” ya de entrar con Balbino en otras intimidades. En ella, al parecer, él explicaba sus planes de una forma pueril, enardecida, y dedicaba algunos fragmentos, de tono casi pornográfico, a suspirar por la belleza de Lucy.",0,Politics,REA (Corpes Siglo XXI),"Martín, Luisgé: Los amores confiados. Madrid: Alfaguara, 2005",España,,,,,,,,,,,,,,,,,,,
1726,Tener necesidad,"Antes de la Segunda Guerra Mundial sólo unos pocos iniciados tenían posibilidad de hablar de ordenadores. El mundo vivía feliz sin ellos y nadie parecía “tenernecesidad” de utilizarlos. Durante la guerra, la computación fue utilizada por ambos bandos para tratar de descifrar los códigos militares del enemigo y se obtuvieron notables éxitos al respecto. Fruto de estas experiencias fue la acuñación de nuevos conceptos y el asentamiento definitivo de una tecnología que estaba destinada a cambiar el mundo.",0,Politics,REA (Corpes Siglo XXI),"Martínez-Val, Juan: Gutenberg y las tecnologías del arte de imprimir.Madrid: Fundación Iberdrola, 2005",España,,,,,,,,,,,,,,,,,,,
1727,Tener necesidad,"Este método tiene la ventaja de poder determinar la eficiencia y la distribución de pérdidas del motor con bastante exactitud y sin “tener necesidad” de acoplarle una carga o electrodinamómetro. Es muy apropiado, por tanto, para motores grandes. Ahora bien, es necesario sacar el motor de servicio, conectarlo a un inversor y necesita, evidentemente, de recursos no disponibles con facilidad y de alta inversión inicial. Por ello, no es adecuado para el análisis que se pretende hacer.",0,Bodily functions/parts,REA (Corpes Siglo XXI),"Vilaragut Llanes, Miriam ... [et al.]: «Métodos para la determinación de la eficiencia energética en los motores de inducción trifásicos». Eco-Solar. La Habana: cubasolar.cu, 2005-10",Cuba,,,,,,,,,,,,,,,,,,,
1728,Tener necesidad,"El hecho de que los Estados hayan impuesto unilateralmente la separación con las iglesias, con diferentes suertes y matices, implicó la voluntad de constituir ""un verdadero Estado laico, es decir, aquél que subsiste de una manera enteramente autónoma por sus propios medios, sin “tener necesidad” del socorro de la religión"". Que en un primer momento esta voluntad de separación haya tenido un signo anticlerical parece inevitable, por lo que ahí se jugaba. En un segundo momento, cuando menos en Francia y en buena medida en México, el proceso de laicización adquiere una connotación de neutralidad que ya no la convierte en un fin de sí misma, ya que ""no tiene más por objetivo el asegurar [su] independencia frente a la religión, sino la libertad de la religión gracias a la neutralidad del Estado"". Medio, pues, al servicio de la libertad religiosa y de la no creencia.) Sin embargo, un tercer elemento también definía a ésta, aquél de la ""afirmación del individuo""; es ahí en donde comienza una parte de las dificultades (la otra parte de éstas, como veremos más adelante, se da en la racionalidad).",0,Politics,REA (Corpes Siglo XXI),"González, Fernando M.: «Más allá de la militancia contra las creencias: secularización, laicidad y psicoanálisis». Fractal. México D. F.: fractal.com.mx, 2005-03",Mexico,,,,,,,,,,,,,,,,,,,
1729,Tener necesidad,"Vicente Rangel González sacó la calibre veintidós que había comprado en diez pagos, se desabrochó el cinturón y se acomodó la funda. Prefería su veintidós a la pesada calibre cuarenta y cinco reglamentaria que le ofrecía el departamento. Por tratarse de una ciudad pequeña, no había armas para todos, y las pocas que había se guardaban en el despacho del comandante García, en una vitrina bajo doble llave, pero el comandante no estaba y la llave la tenía él. A Rangel no le gustaba usar armas, estaba seguro de que no iba a “tener necesidad” de utilizarla, pero la llevó de todas maneras: No vaya a ser que me encuentre a ese tipo. Luego de cerrar la funda de manera conveniente se rascó con disimulo, y cuando consiguió que la comezón se atenuara le ordenó al Chicote",0,Politics,REA (Corpes Siglo XXI),"Solares, Martín: Los minutos negros.Barcelona: Debolsillo, 2007",Mexico,,,,,,,,,,,,,,,,,,,
1730,Tener necesidad,Petra consideró la necesidad de hacer una reunión de familia especialmente para enterar a mamá de la peligrosa situación de Betina porque siete meses de embarazo dentro de un cuerpecito tan pequeño no podría solucionarse y yo sentí íntimamente el consuelo de que no estuviera tía Nené que por el honor de la familia hubiera propuesto alguna monstruosidad que nos hubiera superado a todos nosotros y llegó la hora del almuerzo y decidí quedarme porque haría falta y yo sabía que cuando algo me molestaba hablaba con mayor fluidez y llegaba a la conclusión de que pronto no necesitaría más al diccionario fuente de tanto saber y que me instruyó aumentando mi capacidad intuitiva y a veces conceptos clarísimos afloraban sin “tener necesidad” de agregar ídem o sea que provenían del diccionario y significaba que al pasar algunas páginas buscando el significado de un vocablo otras palabras se aclaraban y yo tenía conciencia de que alguna vez sería como todos en el arte de hablar.,0,Physical/Mental Attributes,REA (Corpes Siglo XXI),"Venturini, Aurora: Las primas.Buenos Aires: Tusquets, 2007",Argentina,,,,,,,,,,,,,,,,,,,
1731,Tener necesidad,"Era un salvoconducto o ""Pasaporte de Correo Diplomático"", según se leía arriba del todo, emitido por el Embajador británico en mi ciudad natal y válido sólo para un desplazamiento a Gibraltar y regreso a Madrid, con fecha del 16 de febrero de 1941, en plena Segunda Guerra Mundial, y luego renovado y válido para viajar a Londres vía Lisboa, con fecha de diez días después. Por los presentes se ruega y requiere, en el Nombre de Su Majestad, rezaba el texto caligráfico, a cuantos corresponda, que permitan al señor Ian Lancaster Fleming, con despachos a su cargo, pasar libremente sin obstáculo ni impedimento, y que le brinden toda la ayuda y la protección de que pueda “tener necesidad”.",0,Politics,REA (Corpes Siglo XXI),"Marías, Javier: Tu rostro mañana. 3 Veneno y sombra y adiós. Madrid: Santillana, 2007",España,,,,,,,,,,,,,,,,,,,
