,orig_text,Category,PET,edited_text
10,春季想小清新又迷人，那针织衫一定是首先装扮，款式简单，搭配随意，无论你怎么搭都会时尚迷人。不信我们一起来看看下面的搭配图片吧。 这款灰色针织开衫还加入了些许白色点缀，使深灰色看上去不那么沉闷，简约而大气的风格，配经典的白色衬衫，宽松的bf风设计，更具休闲感，搭配黑色紧身裤黑球鞋，上松下紧的穿法显腿细。 黑色的碎花连衣裙搭配鹅黄色的开衫，下身烟灰色的打底裤搭配一双宝蓝色蝴蝶结单鞋，背上一个经典的菱格包，这身搭配是不是很有邻家小美眉的感觉？如此清新优雅让人不禁深深迷恋。 这款针织开衫采用粉橘色和白色的条纹设计，打破单调，给人更加俏皮活泼的感觉，搭配白色T恤十分清新，下面配紧身牛仔裤，简约小清新风。 枣红色花纹修饰的白色连衣裙外套酒红色的长款开衫，下身黑色打底裤配一双酒红色的马丁靴，拎上一个卡其色的包包，这套酒红色的搭配定能让你在春日街头脱颖而出，成为焦点。 灰色开衫中长设计，经典大气的颜色很有时尚感，搭配同样经典的条纹上衣，打造简约耐看的欧美范，条纹衫的设计也较为个性，下面配黑色紧身裤和休闲鞋，舒适有范。 湖绿色针织开衫，比较厚实的款式，早春时节穿很温暖，鲜艳明亮的颜色提升时尚感，吸睛指数也是一流，走到哪里都很抢镜呢，配白色印花T恤，凸显春日的活力，下面配深色紧身裤很显瘦。 宝蓝色针织开衫让人爱不释手，端庄大气的颜色也很有时尚感，春天就爱这种靓丽的颜色，配白色T恤和白色紧身裤，简约轻便，清新舒适。 橘黄色的衬衫式连衣裙外搭淡灰色的针织开衫，一双复古的系带黑皮鞋，拎上一个黑色金属扣小包，戴上一顶黑色大檐公主帽，整套搭配充满着时尚的名媛气质，优雅却又透着小俏皮。 这款针织开衫的颜色很特别，是帅气的军绿色，显得比较个性，搭配红色的格子衬衫和紧身牛仔裤，这种穿法很经典，小清新的学院风，可爱减龄。 时尚的深蓝波点连衣裙外套粉色的马海毛开衫，一双及膝的高筒靴，背上一个蓝紫色的小包，戴上一顶黑色的马术帽，这身搭配凸显了俏皮淑女气质，马术帽的加入更显时尚感。,0,下身,这款灰色针织开衫还加入了些许白色点缀，使深灰色看上去不那么沉闷，简约而大气的风格，配经典的白色衬衫，宽松的bf风设计，更具休闲感，搭配黑色紧身裤黑球鞋，上松下紧的穿法显腿细。  黑色的碎花连衣裙搭配鹅黄色的开衫，<下身>烟灰色的打底裤搭配一双宝蓝色蝴蝶结单鞋，背上一个经典的菱格包，这身搭配是不是很有邻家小美眉的感觉？ 如此清新优雅让人不禁深深迷恋。
11," 车辆增多，停车位紧张这一直是不可调和的矛盾于是，在不少停车场挪车贴士便成为了不少车主的选择”抱歉，挪车请拨打XXX"" 大伙也许会认为留下一个电话方便别人第一时间与车主联系不给别人添麻烦这是文明停车的表现但就是这挪车的电话牌子却给许多“行业”提供了“机会” 案例一 车上留挪车电话 不料被推销员骚扰 案例二 接到挪车电话别急 可能是骗子调虎离山 案例三 停车场里有人抄车上电话号码 “移车电话”背后的水深呢！车位资源的紧张让“移车电话”变成一种便利的手段但有一群人嗅到了“商机”他们就是“抄号族”徘徊在各大商业中心、小区等的停车场在一辆辆车前逗留一遍遍的俯下身记录这些号码倒也不挑保时捷也好，二手捷达也罢统统记下！ 按照车子的级别来划分信息层级甚至观察车主后，在进行划分群体有的供给开发商，有的卖给放贷的，有的......这样的资源很诱人很多人愿意买！ 所以小编在这里提醒大家当你停放车辆时最好不要阻挡其他车辆在不阻挡任何车辆的时候一定要把电话号码放起来以免个人信息泄露来源：沈阳晚报.The end.关注常平视窗官方微信公众号哦！ 1、长按“识别图中二维码” 2、“关注” 常平视窗 官方微信公众号 东莞东部最多人关注的微信公众号常平资讯·街坊爆料·新鲜趣事·吃喝玩乐·商家推广报料/合作微信： 27823008（加微信领红包）",0,下身," 车辆增多，停车位紧张这一直是不可调和的矛盾于是，在不少停车场挪车贴士便成为了不少车主的选择”抱歉，挪车请拨打XXX"" 大伙也许会认为留下一个电话方便别人第一时间与车主联系不给别人添麻烦这是文明停车的表现但就是这挪车的电话牌子却给许多“行业”提供了“机会” 案例一 车上留挪车电话 不料被推销员骚扰 案例二 接到挪车电话别急 可能是骗子调虎离山 案例三 停车场里有人抄车上电话号码 “移车电话”背后的水深呢！ 车位资源的紧张让“移车电话”变成一种便利的手段但有一群人嗅到了“商机”他们就是“抄号族”徘徊在各大商业中心、小区等的停车场在一辆辆车前逗留一遍遍的俯<下身>记录这些号码倒也不挑保时捷也好，二手捷达也罢统统记下！  按照车子的级别来划分信息层级甚至观察车主后，在进行划分群体有的供给开发商，有的卖给放贷的，有的......这样的资源很诱人很多人愿意买！ "
12,印花作为时尚圈中长久不败的服装元素，随着科技技术的不断演变，蜕变出更加光鲜的色彩与纹路，在春夏交际之初，印花类服装无论是从换季温度适宜还是视觉冲击力上，都能极好的表达新一季穿衣主张。Emily就教你几招让你在这个春天散发迷人女人味。 1、上身净色+下身花裙 看腻纯色？印花短裙来为你加点味道！用纯色上衣搭配印花裙，轻松穿出好品位。2、印花长裙+外套 只要一件长裙略显单调？那何不加上一件皮外套，长版西装外套，大热牛仔外衣和小马甲等等都可以搭配。3、印花长裙+高跟 个子小的MM也可以尝试这种穿法哦，既显高又优雅。4、印花外套 印花外套给人视觉上的冲击感，而铅笔裤/黑丝袜正好的减缓这种冲击，还能显瘦。5、花裤子+净色上衣 腿不细不直的人那就不建议穿花裤子，如果硬要尝试，最后肯定是悲剧一场。6、花衬衫+短裙 印花衬衫搭配黑色短裙，将MM纤细的美腿衬托的格外修长，很有气质的一身轻熟女装扮！7、花围巾 花哨的印花围巾从去年开始就在流行了，运用于暗色系服装之间形成的强烈对比，以此来突出印花这个噱头，并给人人带来新鲜感。接着来看看潮人们是怎么穿的吧 一秒变白富美的秘籍，我不会告诉你全部都在【服装搭配】。推荐关注服装搭配的微信公众号：“wojiuaicom”长按可复制，也可直接搜索“服装搭配”添加关注，告别随意单调的穿衣打扮与日常生活，每天分享服装搭配、时尚配饰、美容健康、星座八卦、潮流资讯等时下最新鲜话题，让你立马变身最潮的时尚达人！,0,下身,Emily就教你几招让你在这个春天散发迷人女人味。  1、上身净色+<下身>花裙 看腻纯色？ 印花短裙来为你加点味道！
13,“一个成功男人的背后，总有一位伟大的妻子”。在很大的程度上，一个男人后半生命运的好坏取决于妻子。没有哪个男人乐意娶一个无理取闹，对家庭无所作为的妻子。那么长什么样的女人才是男人眼中的好老婆呢？好老婆标准之一：凤头龙瞳凤头龙瞳，凤头指的就是额上天庭部位需要饱满，项部端长，相学里讲女人风头必配君王，凤头者指的就是项部比较长，但是要是胖人的话不忌头短，而忌项小及肉不均匀，龙瞳就是指的眼睛明亮眼大而又神，凤头龙瞳的女人福相很好而且还助夫之业而且还旺子。好老婆标准之二：个头较矮古代长得好的闺女是送给外族人的，用来[和番]最适合，其实长的高的女性很少会喜欢本地男性。因为美女天生具有漂亮的优势，一直都是众人目光的焦点，所以具有一种居高临下的心理，这个心理影响生儿子，这样是富人家娶了漂亮的新娘子，羡煞旁人，但是却多年不能生养儿子，应了旺丁不旺财，旺财不旺丁之说。当然高个子的女孩子，只要是低低的矮矮的做人，具有一颗上进心，是一定能生儿的。好老婆标准之三：唇红齿白女性的牙齿最好的就是齐而洁白，在相学里有讲白而光滢者主贵.白而枯黑者贫贱，唇红的女人晚运比较佳，健康良好，没有什么大的灾祸.唇齿与口部在相学里为水星，水星指的就是子息，唇红齿白的女人儿女易养长大后更能成才，要是这种面相在加上双耳纯肥大.饱满这种女人定能晚运亨通，夫妻和谐恩爱一生。好老婆标准之四：脸平额圆身为独子的你肯定不希望将来的老婆无视辛苦将自己哺育成人的父母。百事孝为先，所以能称得上好老婆的女人必定要有孝心。而脸圆额平的女性就是这样一类温柔体贴，孝顺心强，十分顾家的女人。同时她们也很善于经营婚姻，重情重义。好老婆标准之五：上身长下身短选女孩子做老婆最好是上身长而下身短的女子，这样的女子生活能力强，并且能生育。相书云“身短腿长，一世飘蓬”。“最自私的行为是无私”。当你将有价值的信息，传递给身边的朋友时，你在他们的心里会变得更有价值。注：（本文图片均来源于网络，版权归原作者所有，如有侵权请联系小编删除）————————————————想知道自己的婚姻爱情，事业财运，人生运势是怎样的吗？马上加个人微信号：83600878 (长按可复制)精选解密易经、改运风水、生肖运程、国学智慧也尽在于此。（运势添加大师WeiXin：83600878）,0,下身,同时她们也很善于经营婚姻，重情重义。 好老婆标准之五：上身长<下身>短选女孩子做老婆最好是上身长而下身短的女子，这样的女子生活能力强，并且能生育。 相书云“身短腿长，一世飘蓬”。
14,踢足球和打篮球都可以锻炼身体。喜欢哪个就要看个人爱好了，篮球因为场地等因素显得比较激烈，对抗多对身体锻炼有帮助。足球么对下身协调性锻炼多，锻炼耐力和快速跑。这两种球都是需要身体碰撞，体能好，不同地方是篮球身高优势明显些。一、踢足球的好处 1、可以改善呼吸系统的功能足球是集跑步与腿部运动於一身的。在跑步，传球，射球等的过程中会加强呼吸的深度，从而吸进更多氧气，排出更多的二氧化碳，从而使肺活量增大，肺功能加强。2、有利于强化腿部的骨骼在不断运动腿部的过程中，由于促进了新陈代谢，骨的血液供给得到了改善，骨的形态结构和机能都发生了良好的变化。3、可以缓解压力踢足球就是一种行之有效的缓解压力的方法。放下心理的包袱，尽情的奔跑在绿茵场上，挥汗如雨，和球友们开开心心的进行一场对战。4、可以结交朋友足球是一项多人进行的团队型体育项目，经过一场激烈的对抗比赛之后，就能结交到很多志同道合的朋友了。二、打篮球的好处 1、提升体力和耐力打篮球需要消耗的体力也是很大的，经常参加篮球运动，体力和耐力都能从中能到提升。2、锻炼反应能力篮球不仅仅是需要体力，还需要很灵敏的反应的。而且这是一个团队运动，也需要进行快速地策划和部署，所以在篮球赛中你的反应能力能够得到锻炼。3、有助于长高打篮球是有很多的跳跃动作的，对各个关节也有持续的影响，对于长高是有利的。4、可以发泄情绪当你心情不好的时候，打一场篮球是很好的一种发泄方式。酣畅淋漓的一场篮球比赛可以让你排解心中的不快。{说明：图文均源自于网络，由徽动体育整理发布，如有侵权请联系我们删除！}—END—徽动体育安徽大众体育移动新媒体长按@二维码@关注,0,下身,喜欢哪个就要看个人爱好了，篮球因为场地等因素显得比较激烈，对抗多对身体锻炼有帮助。 足球么对<下身>协调性锻炼多，锻炼耐力和快速跑。 这两种球都是需要身体碰撞，体能好，不同地方是篮球身高优势明显些。
15,近日，哈尔滨道里区新阳路上一家医院的电梯发生故障，一名女护士身体被卡在电梯门框，上身在电梯内，下身在电梯外。 当天14点32分，接到救援指令的消防官兵赶到现场，现场的情况是，一名女护士在七楼半被卡在了电梯门框的位置，只有腰部以下露在电梯外，上身看不到。现场有几名工作人员正抬着她的腿，以减轻她被卡住的痛苦，还有人把着电梯门，防止电梯关门夹伤女护士。 因担心对被困人员造成二次伤害，消防官兵没有冒然采取破拆措施，他们一面让医院负责人尽快联系电梯维修人员，一面迅速研究处置对策。为了稳定被困女护士的情绪，并保证其生命安全，战斗班长邹晓雷做好安全保护措施，进入电梯内对女护士进行保护。10分钟后，电梯维修人员在电梯门敞开的情况下把电梯降至7层，女子的上半身也露了出来，消防官兵赶紧把她拽了出来。虽然没有明显外伤，但女护士受惊不小，被扶出电梯后脸色煞白，腿部无力，随后被移交医院检查身体。 来源｜综合新晚报、FM93交通之声,0,下身,近日，哈尔滨道里区新阳路上一家医院的电梯发生故障，一名女护士身体被卡在电梯门框，上身在电梯内，<下身>在电梯外。  当天14点32分，接到救援指令的消防官兵赶到现场，现场的情况是，一名女护士在七楼半被卡在了电梯门框的位置，只有腰部以下露在电梯外，上身看不到。
16,【在买衣服时，应该注意到以下几点】1.可以互相转换搭配，应先买下身衣服，然后在选上身衣服。2.下身衣服应选中性颜色的，如黑，白，深蓝，黄褐，灰褐及咖啡色等。3.选择不同的上身衣服及服饰去配您的下身衣服。4.上衣颜色最好选择同一个色系，如为着装庄重，可选黑，蓝，及绿这一色系，选择同一色系上衣即便于配下身衣服，也便于和手饰配衬。5.在款式及色彩上，不宜过多，过乱，过华丽。应偏于简洁，恬静，和谐。6.全身着装颜色不宜超过三种。白，黑色是永远的颜色。7.服装表现得生动有致，完全看色彩的搭配是否合适。 8.完美的自我，是从着装色彩搭配品味出来的。原色：红、黄、蓝复色：红+黄=橙，红+蓝=紫，黄+蓝=绿间色：黄+橙=橙黄，橙+绿=棕彩色系(1)色相：指色彩的冷、暖属相(2)纯度：指色彩的纯净程度(3)明度：指色彩的明亮度服装、服饰的颜色分类：(1)暖色：红、橙、黄、粉红(2)冷色：青、蓝、紫、绿、灰(3)中间色：黑、白、咖啡 (1)冷色+冷色(2)暖色+暖色(3)冷色+中间色(4)暖色+中间色(5)中间色+中间色(6)纯色+纯色(7)净色(纯色)+杂色(8)纯色+图案颜色的搭配禁忌(1)冷色+暖色，(2)亮色+亮色，(3)暗色+暗色，(4)杂色+杂色，(5)图案+图案 【服饰色彩的搭配方法】上深下浅：端庄、大方、恬静、严厉上浅下深：明快、活泼、开朗、自信突出上衣时：裤装颜色要比上衣稍深突出裤装时：上衣颜色要比裤装稍深 绿色颜色难搭配，在服装搭配中可与咖啡色搭配在一起上衣有横向花纹时，裤装不能穿竖条纹的或格子上衣有竖向花纹时，裤装应避开横条纹或格子的上衣有杂色，裤装应穿纯色裤装是杂色时，上衣应避开杂色上衣花型较大或复杂时，应穿纯色裤装中间色的纯色与纯色搭配时，应辅以小饰物进行搭配 【裤装与服饰的搭配方法】七分裤：搭配服饰：A.短小T恤，B.紧身上衣，C.无袖T恤，D.休闲拖鞋，E.时装拖鞋八分裤：搭配服饰：A.收腰T恤，B.短小T恤，C.紧身上衣，D.无袖T恤，E.时装拖鞋或凉鞋九分裤：搭配服饰：A.短T恤，B.紧身上衣，C.无袖T恤，D.皮鞋，E.时装拖鞋，F.休闲凉鞋添加官方微信公众号：shishang-liren 立即免费成为首批时尚达人VIP！立即关注分享：99%女性都会关注的时尚媒体，分享更多健康保养知识VS时尚装扮技巧！成为最美丽的时尚女人部落VIP！,0,下身,【在买衣服时，应该注意到以下几点】1.可以互相转换搭配，应先买<下身>衣服，然后在选上身衣服。 2.下身衣服应选中性颜色的，如黑，白，深蓝，黄褐，灰褐及咖啡色等。
17,沿着深秋，迈入最佳混搭时节，这时你的衣橱怎能没有一件舒适又百搭的卫衣呢？下身搭配短裤，牛仔，裙装，都能让你时髦出街。搭配一：卫衣＋短裤 宽松卫衣搭配短裤，视觉显瘦，充满青春活力感。早秋时节，穿一双及踝靴或者及膝长靴，高街时髦范立现。 搭配二：卫衣＋牛仔裤 卫衣搭配紧身牛仔裤，上宽下窄是显瘦高招。搭配男友风牛仔裤，破洞细节总能轻松打造时尚感。 搭配三：卫衣＋休闲裤 运动风哈伦裤或是OL风格西裤，搭配起卫衣来也是时尚感满满。搭配四：卫衣＋迷你A字裙 看街拍潮人们的演绎，你就知道，卫衣不论搭配迷你裙，A字裙，紧身裙还是过膝半身裙，时髦度分分钟就能秒杀路人。 搭配五：卫衣＋过膝长裙,0,下身,沿着深秋，迈入最佳混搭时节，这时你的衣橱怎能没有一件舒适又百搭的卫衣呢？ <下身>搭配短裤，牛仔，裙装，都能让你时髦出街。 搭配一：卫衣＋短裤 宽松卫衣搭配短裤，视觉显瘦，充满青春活力感。
18,率性的“男友风”，席卷而来，你准备好了吗？昨天，小编的盆友圈已经被即将横空出世的YSL“星辰”系列口红刷爆了屏，一款限量版口红居然让妹子们如此激动，小编也是大写的服气啊，不过买不到限量版DD没关系，来意法，这里能给你无限的空间、超多的货品，满足你对所有美的追求。 深秋将至，看着溢出来的衣柜，是否觉得应该进点“新鲜血液”，当你厌倦了甜美风，搞不定森女范，又或是不爱小香风时，那就建议您尝试下“男朋友”的风格装扮，既舒适又有范儿。 一件既温暖宽松又不失潮流感的外套大衣和一双帅气外漏的靴子呢就是BF风格的标配，帅气又率性。 在N年前“男友风”装扮是一件Oversize的衬衣+下身搭配牛仔或者普通的休闲裤子裙子。但是后期随着潮流的变幻，现在的Boyfriend风搭配充溢着超级玩味的欧洲高街感，宽松且夸张的款式显得女生看上去更小巧玲珑与俏皮。 想要找点穿衣灵感?那就赶紧来意法看看吧，意法的商户可是为采购商们准备不少关于“男友风”的服装，若是看到心仪产品就赶紧下单吧。摊位：2390品牌：穗恋订货电话：0571-88179106 摊位：2533品牌：依万里订货电话：15024469305 本文由一二楼管理科供稿 穗恋 2016冬装 M0002 红色 S 穗恋 2016冬装 9306 藏青 XL 穗恋 2016冬装 M168 橘色 L,0,下身,一件既温暖宽松又不失潮流感的外套大衣和一双帅气外漏的靴子呢就是BF风格的标配，帅气又率性。  在N年前“男友风”装扮是一件Oversize的衬衣+<下身>搭配牛仔或者普通的休闲裤子裙子。 但是后期随着潮流的变幻，现在的Boyfriend风搭配充溢着超级玩味的欧洲高街感，宽松且夸张的款式显得女生看上去更小巧玲珑与俏皮。
19,最适合OL在职场穿着的莫过于包臀裙和高跟鞋了，两者绝对是绝配！包臀裙的性感、时尚，搭上高跟鞋的女王范、大气场，绝对能将办公室的一众小婊砸一招秒杀！ ▲高领衫+棉质半裙+尖头高跟鞋棉质的蓝色半裙搭配高领衫，一身纯色的单品搭配黑丝袜摒掉让人厌恶的俗气，粉色的高跟鞋无疑又为这一身搭配加分不少，蓝粉的搭配真的很美有木有？ ▲豹纹T+皮裙+高跟短靴豹纹T搭皮裙野性精干，以一双黑色高跟短靴呼应全身造型拉长腿部线条，绝对是办公室里的辣妹风！ ▲针织衫+鱼尾裙+短靴鱼尾设计的包臀裙很能提升女人味儿，配上针织衫让人没有抵抗力。模特选择短靴来打造舒适风，如果换成简单的尖头包鞋则可以打造出完全不同的气场效果。 ▲白色针织衫+复古格裙+搭扣小粗跟白色针织衫搭配复古风的包裙，下身以棉袜+丝袜打底层次分明，配上一双粗跟小高跟，OL也能穿出清新风，趁年轻多多扮嫩吧！ ▲碎花衬衫+包臀裙+搭扣高跟春天是鞋袜搭的最好季节，黑色袜子加黑色的搭扣高跟，既不会显得突兀，也能恰到好处地表现穿搭功力，更能与上身相搭。 ▲背带包臀裙+针织衫+尖头高跟森女风的俏皮背带款包臀裙+大地色的针织衫，搭配一双白色尖头高跟鞋，整款Look清纯脱俗，别有一番味道。 ▲条纹衫+皮裙+脚踝绑带凉鞋春天穿凉鞋怕冷的妹纸可以尝试这种穿法，只要在袜裤和鞋子的颜色选择上趋于一致就不会有太大的问题，皮裙+高跟凉鞋轻松打造职场女神范。我们不是女神训练场，但关注我们的都是女神！ 推荐关注高跟鞋志的微信公众号：“ggxzcom”长按可复制，也可直接搜索“高跟鞋志”添加关注，分享最精端的时尚高跟鞋信息资讯，打造最专业的高跟鞋杂志，让女人更女人，打造只属于你的私人鞋柜！,0,下身,模特选择短靴来打造舒适风，如果换成简单的尖头包鞋则可以打造出完全不同的气场效果。  ▲白色针织衫+复古格裙+搭扣小粗跟白色针织衫搭配复古风的包裙，<下身>以棉袜+丝袜打底层次分明，配上一双粗跟小高跟，OL也能穿出清新风，趁年轻多多扮嫩吧！  ▲碎花衬衫+包臀裙+搭扣高跟春天是鞋袜搭的最好季节，黑色袜子加黑色的搭扣高跟，既不会显得突兀，也能恰到好处地表现穿搭功力，更能与上身相搭。
